상호,주소,상권업종대분류명,상권업종중분류명,상권업종소분류명,경도,위도,도로명주소
김가네남원추어탕,서울특별시 광진구 긴고랑로 50 (중곡동) 1층,음식,한식,국/탕/찌개류,127.081651787245,37.5623213142766,서울특별시 광진구 긴고랑로 50
직화짬뽕,서울특별시 광진구 긴고랑로 19 (중곡동),음식,중식,중국집,127.078737195548,37.5636952329838,서울특별시 광진구 긴고랑로 19
천양운집,서울특별시 광진구 면목로 187 (중곡동) 1층,음식,한식,백반/한정식,127.082940134475,37.5698731065712,서울특별시 광진구 면목로 187
통영돌문어산곰장어,서울특별시 광진구 용마산로6길 9 (중곡동) 1층,음식,한식,횟집,127.08862764776,37.5574015736833,서울특별시 광진구 용마산로6 길 9
우리끼리,서울특별시 광진구 광나루로 364 (화양동) 1층,음식,기타 간이,치킨,127.070195519392,37.547859905434,서울특별시 광진구 광나루로 364
꼬마치킨,서울특별시 광진구 능동로49길 29 (중곡동),음식,기타 간이,치킨,127.081565444529,37.5647444645215,서울특별시 광진구 능동로49 길 29
개미집,서울특별시 광진구 광나루로24길 12 (화양동) 2층,음식,한식,백반/한정식,127.076162750001,37.5457622418315,서울특별시 광진구 광나루로24 길 12
바삭알까스,서울특별시 광진구 능동로49길 15 (중곡동) 1층,음식,서양식,경양식,127.082372913583,37.5644353762634,서울특별시 광진구 능동로49 길 15
고랑포구,서울특별시 광진구 긴고랑로 45 (중곡동) 1층,음식,한식,횟집,127.081328799736,37.5628143785149,서울특별시 광진구 긴고랑로 45
투썸플레이스세종대학교점,서울특별시 광진구 능동로 209 (군자동) 1층,음식,비알코올 ,카페,127.073170747584,37.5516046351507,서울특별시 광진구 능동로 209
일이육,서울특별시 광진구 광나루로39길 11 (구의동) 1층,음식,한식,백반/한정식,127.088761356386,37.5454907073754,서울특별시 광진구 광나루로39 길 11
신창면옥,서울특별시 광진구 자양번영로 67 (자양동) 1층,음식,한식,냉면/밀면,127.076153037305,37.5355442349912,서울특별시 광진구 자양번영로 67
청나,서울특별시 광진구 아차산로 262 (자양동) 2층,음식,동남아시아,베트남식 전문,127.072944230258,37.5369968145663,서울특별시 광진구 아차산로 262
카페트윈즈,서울특별시 광진구 능동로 378 (중곡동) 1층,음식,비알코올 ,카페,127.082878265843,37.562916530082,서울특별시 광진구 능동로 378
젤라또베어,서울특별시 광진구 능동로 216 (능동),음식,기타 간이,그 외 기타 간이 음식점,127.078756685122,37.5519997599751,서울특별시 광진구 능동로 216
소쿠리,서울특별시 광진구 면목로 197 (중곡동) 1층,음식,주점,요리 주점,127.083154809636,37.5708298849983,서울특별시 광진구 면목로 197
심야식당쿠난,서울특별시 광진구 군자로 168 (군자동) 1층,음식,주점,요리 주점,127.077442937131,37.5557468817975,서울특별시 광진구 군자로 168
롤링핀,서울특별시 광진구 천호대로 674 (구의동) 2층,음식,기타 간이,빵/도넛,127.089885067146,37.5507975588388,서울특별시 광진구 천호대로 674
거시기대구뽈찜,서울특별시 광진구 답십리로 364 (중곡동),음식,한식,해산물 구이/찜,127.080848145286,37.5715327863208,서울특별시 광진구 답십리로 364
황금식당,서울특별시 광진구 긴고랑로 78 (중곡동) 1층,음식,한식,백반/한정식,127.084271570084,37.5609810784579,서울특별시 광진구 긴고랑로 78
배달육회육회한가득,서울특별시 광진구 아차산로57길 28 (구의동) 1층,음식,한식,돼지고기 구이/찜,127.088514727168,37.5397220670892,서울특별시 광진구 아차산로57 길 28
핫머니치킨,서울특별시 광진구 자양번영로4길 63 (자양동) 1층,음식,기타 간이,치킨,127.078924884615,37.5309705147588,서울특별시 광진구 자양번영로4 길 63
두루한,서울특별시 광진구 아차산로51길 4 (구의동),음식,주점,요리 주점,127.08542107211,37.5373103568477,서울특별시 광진구 아차산로51 길 4
대박버거,서울특별시 광진구 아차산로49길 86 (구의동),음식,기타 간이,그 외 기타 간이 음식점,127.084532193249,37.5406013229672,서울특별시 광진구 아차산로49 길 86
지코바치킨,서울특별시 광진구 동일로26길 58 (화양동) 1층,음식,기타 간이,치킨,127.068890524042,37.5445067235776,서울특별시 광진구 동일로26 길 58
설맥,서울특별시 광진구 아차산로55길 11 (구의동),음식,주점,생맥주 전문,127.086398151731,37.5379126152125,서울특별시 광진구 아차산로55 길 11
샤브로21 화양점,서울특별시 광진구 군자로 1 (화양동) 1층,음식,일식,일식 회/초밥,127.072012374914,37.5437113423999,서울특별시 광진구 군자로 1
오감국수,서울특별시 광진구 뚝섬로52길 29 (자양동) 1층,음식,한식,국수/칼국수,127.079166338822,37.5306570288774,서울특별시 광진구 뚝섬로52 길 29
흠향원쌀국수,서울특별시 광진구 동일로20길 72 (자양동) 1층,음식,중식,중국집,127.067495928998,37.5401796828981,서울특별시 광진구 동일로20 길 72
더육회,서울특별시 광진구 면목로 91 (중곡동) 1층,음식,한식,소고기 구이/찜,127.078850482005,37.5618489665539,서울특별시 광진구 면목로 91
브레드유즈,서울특별시 광진구 자양로4길 41 (자양동) 1층,음식,기타 간이,빵/도넛,127.088275458753,37.5324216859584,서울특별시 광진구 자양로4 길 41
행복을담아요,서울특별시 광진구 능동로44길 41 (중곡동) 1층,음식,기타 간이,김밥/만두/분식,127.083872735534,37.5602751656383,서울특별시 광진구 능동로44 길 41
서민떡볶이,서울특별시 광진구 용마산로 58 (중곡동) 1층,음식,기타 간이,김밥/만두/분식,127.087988069342,37.5588022734218,서울특별시 광진구 용마산로 58
제이제이카페,서울특별시 광진구 자양로18길 31 (구의동) 1층,음식,비알코올 ,카페,127.085165225553,37.5378760385797,서울특별시 광진구 자양로18 길 31
화화담건대,서울특별시 광진구 아차산로29길 35 (화양동) 1층,음식,동남아시아,베트남식 전문,127.068712291241,37.5424599318269,서울특별시 광진구 아차산로29 길 35
킹덤,서울특별시 광진구 자양로18길 9 (구의동),음식,주점,일반 유흥 주점,127.084014255941,37.5376148215575,서울특별시 광진구 자양로18 길 9
정글포차,서울특별시 광진구 동일로22길 42 (화양동),음식,주점,생맥주 전문,127.066433982311,37.541856258251,서울특별시 광진구 동일로22 길 42
신가네오리마을,서울특별시 광진구 구의로 72 (구의동) 1층,음식,한식,닭/오리고기 구이/찜,127.090709537824,37.5444154521544,서울특별시 광진구 구의로 72
갈비집본,서울특별시 광진구 아차산로31길 23 (화양동) 2층,음식,한식,돼지고기 구이/찜,127.069610759885,37.5420975832578,서울특별시 광진구 아차산로31 길 23
데이오프,서울특별시 광진구 동일로4길 43 (자양동) 1층,음식,비알코올 ,카페,127.063373037454,37.5359751840948,서울특별시 광진구 동일로4 길 43
푸른솔,서울특별시 광진구 영화사로11길 11 (구의동) 1층,음식,한식,백반/한정식,127.093711880969,37.5553412611005,서울특별시 광진구 영화사로11 길 11
나나쓰,서울특별시 광진구 자양로18길 60 (구의동) 1층,음식,비알코올 ,카페,127.086769215577,37.5381047065568,서울특별시 광진구 자양로18 길 60
아차산통갈비탕,서울특별시 광진구 자양로 306 (구의동) 1층,음식,한식,백반/한정식,127.093054631844,37.5526060291618,서울특별시 광진구 자양로 306
로이베이커리카페,서울특별시 광진구 능동로 36 (자양동) 1층,음식,비알코올 ,카페,127.068338407586,37.5343114731314,서울특별시 광진구 능동로 36
더좋은생각,서울특별시 광진구 광나루로52길 41 (구의동) 1층,음식,비알코올 ,카페,127.093463310409,37.5403548554999,서울특별시 광진구 광나루로52 길 41
파인드유어페이보릿,서울특별시 광진구 자양로3길 6 (자양동) 1층,음식,기타 간이,빵/도넛,127.085928650141,37.5309528475668,서울특별시 광진구 자양로3 길 6
스시텐,서울특별시 광진구 구의강변로 86 (구의동),음식,일식,일식 회/초밥,127.094022353452,37.5381065121792,서울특별시 광진구 구의강변로 86
오마뎅건대스타시티몰점,서울특별시 광진구 아차산로 262 (자양동) 1층,음식,기타 간이,김밥/만두/분식,127.072944230258,37.5369968145663,서울특별시 광진구 아차산로 262
차이나궁,서울특별시 광진구 광나루로56길 85 (구의동) 9층,음식,중식,중국집,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56 길 85
맘스터치,서울특별시 광진구 천호대로 655 (중곡동) 2층,음식,기타 간이,버거,127.089704833527,37.5525892616302,서울특별시 광진구 천호대로 655
낙원떡거상,서울특별시 광진구 광나루로44길 3 (구의동) 4층,음식,기타 간이,떡/한과,127.091719986313,37.5441439024909,서울특별시 광진구 광나루로44 길 3
카페플로,서울특별시 광진구 천호대로130길 30 (구의동) 1층,음식,비알코올 ,카페,127.088372971185,37.5504344839668,서울특별시 광진구 천호대로130 길 30
컴포즈커피광진,서울특별시 광진구 자양로 124 (구의동) 1층,음식,비알코올 ,카페,127.083525054102,37.5387553631958,서울특별시 광진구 자양로 124
카레당,서울특별시 광진구 능동로 251 (군자동) 1층,음식,일식,일식 회/초밥,127.076711622684,37.5526415528872,서울특별시 광진구 능동로 251
아지트포차,서울특별시 광진구 군자로17길 42 (군자동),음식,주점,요리 주점,127.077495400373,37.5569997509901,서울특별시 광진구 군자로17 길 42
본도시락,서울특별시 광진구 구의강변로 106 (구의동) 1층,음식,한식,백반/한정식,127.094883852865,37.5398521518593,서울특별시 광진구 구의강변로 106
족발명가,서울특별시 광진구 아차산로62길 14-2 (구의동),음식,한식,족발/보쌈,127.09350175596,37.5390486232356,서울특별시 광진구 아차산로62 길 14 2
아찌떡볶이,서울특별시 광진구 아차산로29길 53 (화양동) 1층,음식,기타 간이,김밥/만두/분식,127.069132848226,37.5432201309769,서울특별시 광진구 아차산로29 길 53
꿈꾸다917,서울특별시 광진구 아차산로31길 15 (화양동) 2층,음식,비알코올 ,카페,127.06946758591,37.5417810870833,서울특별시 광진구 아차산로31 길 15
싸다김밥어린이대공원역점,서울특별시 광진구 광나루로 369 (군자동) 1층,음식,기타 간이,김밥/만두/분식,127.07103693168,37.5484522110591,서울특별시 광진구 광나루로 369
옐로우페탈커피로스터스,서울특별시 광진구 동일로28길 9 (화양동) 1층,음식,비알코올 ,카페,127.067277768706,37.5467916749322,서울특별시 광진구 동일로28 길 9
1970 새마을포차,서울특별시 광진구 동일로22길 81 (화양동) 3층,음식,주점,요리 주점,127.068770325933,37.5414331908943,서울특별시 광진구 동일로22 길 81
고기싸롱,서울특별시 광진구 면목로 178 (중곡동) 1층,음식,한식,돼지고기 구이/찜,127.083154701485,37.5689917458734,서울특별시 광진구 면목로 178
써브웨이중곡역점,서울특별시 광진구 능동로 400 (중곡동) 1층,음식,기타 간이,토스트/샌드위치/샐러드,127.084665233698,37.5648856747072,서울특별시 광진구 능동로 400
쭈꾸미짱,서울특별시 광진구 긴고랑로 61 (중곡동),음식,한식,해산물 구이/찜,127.083069182299,37.5621160791351,서울특별시 광진구 긴고랑로 61
잘살아보세,서울특별시 광진구 뚝섬로52길 19 (자양동),음식,주점,요리 주점,127.079308647761,37.5310455915403,서울특별시 광진구 뚝섬로52 길 19
황순애신토불이떡복이,서울특별시 광진구 천호대로129길 15 (중곡동) 1층,음식,기타 간이,김밥/만두/분식,127.090437997874,37.5527931430209,서울특별시 광진구 천호대로129 길 15
뉴웨이브서울,서울특별시 광진구 아차산로33길 28-10 (화양동),음식,서양식,경양식,127.070769907825,37.5417012373425,서울특별시 광진구 아차산로33 길 28 10
카페토크,서울특별시 광진구 면목로 172 (중곡동) 1층,음식,비알코올 ,카페,127.082832417071,37.5685026763955,서울특별시 광진구 면목로 172
깐부치킨뚝섬유원지점,서울특별시 광진구 능동로 18 (자양동) 1층,음식,기타 간이,치킨,127.067860902597,37.5326767997548,서울특별시 광진구 능동로 18
미진복아구찜,서울특별시 광진구 뚝섬로30길 2 (자양동),음식,한식,해산물 구이/찜,127.065637957354,37.535821926525,서울특별시 광진구 뚝섬로30 길 2
구영탄초밥,서울특별시 광진구 능동로51길 26 (중곡동) 1층,음식,일식,일식 회/초밥,127.082769154358,37.5662765950214,서울특별시 광진구 능동로51 길 26
엠제이푸드비,서울특별시 광진구 동일로20길 113 (자양동) 1층,음식,기타 간이,김밥/만두/분식,127.069641211292,37.5396469627231,서울특별시 광진구 동일로20 길 113
정인수셰프수도권,서울특별시 광진구 아차산로51길 68 (구의동) 1층,음식,기타 간이,치킨,127.085048179954,37.540046669357,서울특별시 광진구 아차산로51 길 68
목포항회세꼬시,서울특별시 광진구 용마산로 31 (중곡동),음식,한식,횟집,127.087915314944,37.5564139280208,서울특별시 광진구 용마산로 31
오호은호초밥,서울특별시 광진구 동일로20길 83 (자양동) 1층,음식,일식,일식 회/초밥,127.068118230079,37.5401845954556,서울특별시 광진구 동일로20 길 83
뜨닭,서울특별시 광진구 면목로 111 (중곡동) 1층,음식,한식,백반/한정식,127.079812863775,37.5636675798765,서울특별시 광진구 면목로 111
싸다유정상초밥,서울특별시 광진구 자양로15길 90 (자양동) 1층,음식,일식,일식 회/초밥,127.078786284428,37.5348800055903,서울특별시 광진구 자양로15 길 90
모던잡방,서울특별시 광진구 아차산로57길 10 (구의동),음식,주점,생맥주 전문,127.088332691171,37.5388736719388,서울특별시 광진구 아차산로57 길 10
명랑쌀핫도그,서울특별시 광진구 군자로 105-1 (군자동) 1층,음식,기타 간이,그 외 기타 간이 음식점,127.071563077914,37.5525651387766,서울특별시 광진구 군자로 105 1
홈워크,서울특별시 광진구 능동로13길 75 (화양동) 2층,음식,비알코올 ,카페,127.06887461439,37.5448760290406,서울특별시 광진구 능동로13 길 75
메종드쁘띠푸르,서울특별시 광진구 아차산로 200 (자양동) 2층,음식,기타 간이,빵/도넛,127.065651952175,37.5410481373377,서울특별시 광진구 아차산로 200
산카이군자역점,서울특별시 광진구 능동로 298 (능동) 2층,음식,주점,요리 주점,127.079292709748,37.5562659088484,서울특별시 광진구 능동로 298
달링딜리버리,서울특별시 광진구 광나루로 366-1 (화양동) 지층,음식,서양식,경양식,127.07050182734,37.5477992435149,서울특별시 광진구 광나루로 366 1
프롬커피로스터스,서울특별시 광진구 능동로13길 81 (화양동) 1층,음식,비알코올 ,카페,127.068702083194,37.5450999311635,서울특별시 광진구 능동로13 길 81
빽다방,서울특별시 광진구 천호대로129길 17 (중곡동) 1층,음식,비알코올 ,카페,127.090595772619,37.5528484213898,서울특별시 광진구 천호대로129 길 17
해미,서울특별시 광진구 군자로 174 (군자동) 1층,음식,한식,백반/한정식,127.077766909367,37.55609181174,서울특별시 광진구 군자로 174
오마뎅,서울특별시 광진구 뚝섬로 552 (자양동),음식,기타 간이,김밥/만두/분식,127.071257785585,37.5342984266508,서울특별시 광진구 뚝섬로 552
양평민물,서울특별시 광진구 영화사로 21-1 (중곡동) 1층,음식,한식,백반/한정식,127.089826069408,37.5575099338351,서울특별시 광진구 영화사로 21 1
고돌이국밥,서울특별시 광진구 동일로20길 115 (자양동) 1층,음식,한식,국/탕/찌개류,127.0697774329,37.5396119938078,서울특별시 광진구 동일로20 길 115
흐룻,서울특별시 광진구 군자로 19 (화양동) 1층,음식,비알코올 ,카페,127.071011972964,37.5449919794151,서울특별시 광진구 군자로 19
톡,서울특별시 광진구 동일로22길 71 (화양동) 2층,음식,주점,요리 주점,127.068192376349,37.5415007158202,서울특별시 광진구 동일로22 길 71
우화등선,서울특별시 광진구 동일로30길 52 (화양동) 3층,음식,한식,돼지고기 구이/찜,127.070167391834,37.5473911375952,서울특별시 광진구 동일로30 길 52
이가네양꼬치,서울특별시 광진구 자양로18길 59 (구의동) 1층,음식,중식,중국집,127.086777673027,37.5383390457843,서울특별시 광진구 자양로18 길 59
수정커피숍,서울특별시 광진구 면목로 201 (중곡동) 2층,음식,비알코올 ,카페,127.083197436064,37.5710464675698,서울특별시 광진구 면목로 201
통큰양푼퓨전포차,서울특별시 광진구 동일로 278 (군자동),음식,주점,요리 주점,127.072254418314,37.5561387301262,서울특별시 광진구 동일로 278
신세계호떡분식,서울특별시 광진구 자양로18길 67 (구의동) 1층,음식,기타 간이,김밥/만두/분식,127.087331197588,37.5384154093524,서울특별시 광진구 자양로18 길 67
전설의짬뽕,서울특별시 광진구 아차산로 242 (자양동) 1층,음식,중식,중국집,127.069886660638,37.5399282223306,서울특별시 광진구 아차산로 242
마실리아2,서울특별시 광진구 동일로22길 104 (화양동) 2층,음식,주점,요리 주점,127.069785958588,37.5407473861764,서울특별시 광진구 동일로22 길 104
워커힐포레스트,서울특별시 광진구 아차산로 639 (광장동) 2층,음식,비알코올 ,카페,127.10801520652,37.5498636600025,서울특별시 광진구 아차산로 639
이빠이하루,서울특별시 광진구 용마산로 174 (중곡동),음식,주점,요리 주점,127.086558522981,37.5692794357662,서울특별시 광진구 용마산로 174
용식당,서울특별시 광진구 능동로31길 8 (군자동) 1층,음식,주점,요리 주점,127.07812262009,37.5556981276699,서울특별시 광진구 능동로31 길 8
팔팔팔라운지,서울특별시 광진구 아차산로31길 29 (화양동) 1층,음식,서양식,경양식,127.069675514363,37.5423503878463,서울특별시 광진구 아차산로31 길 29
성민식당,서울특별시 광진구 동일로34길 31 (군자동),음식,한식,돼지고기 구이/찜,127.070331447896,37.5496720872369,서울특별시 광진구 동일로34 길 31
오칠칠오,서울특별시 광진구 동일로2길 46 (자양동) 1층,음식,비알코올 ,카페,127.062712357598,37.5345192483588,서울특별시 광진구 동일로2 길 46
유니토스파이토카페스타시티점,서울특별시 광진구 능동로 110 (화양동) 4층,음식,비알코올 ,카페,127.071393981254,37.5406519161493,서울특별시 광진구 능동로 110
우럼마김밥,서울특별시 광진구 긴고랑로11길 8 (중곡동) 1층,음식,기타 간이,김밥/만두/분식,127.081557076816,37.5635820462981,서울특별시 광진구 긴고랑로11 길 8
강촌,서울특별시 광진구 천호대로 570 (능동) 2층,음식,기타 간이,치킨,127.08098193574,37.5560357859071,서울특별시 광진구 천호대로 570
민트모리,서울특별시 광진구 광장로1길 22 (광장동) 1층,음식,비알코올 ,카페,127.102154480167,37.547845935743,서울특별시 광진구 광장로1 길 22
만렙커피,서울특별시 광진구 아차산로 450-2 (구의동) 1층,음식,비알코올 ,카페,127.092453113533,37.5387432210724,서울특별시 광진구 아차산로 450 2
누에드,서울특별시 광진구 아차산로 451 (구의동) 8층,음식,비알코올 ,카페,127.092074602995,37.5391638065845,서울특별시 광진구 아차산로 451
스시키요이,서울특별시 광진구 자양로 46 (자양동) 1층,음식,일식,일식 회/초밥,127.085947416439,37.5321964474838,서울특별시 광진구 자양로 46
소담골,서울특별시 광진구 자양로50길 8 (구의동) 1층,음식,한식,국수/칼국수,127.09278034661,37.5518920913525,서울특별시 광진구 자양로50 길 8
이이요,서울특별시 광진구 능동로32길 6 (능동) 1층,음식,일식,일식 회/초밥,127.078898493476,37.5551905845409,서울특별시 광진구 능동로32 길 6
백년회관서서갈비,서울특별시 광진구 천호대로 659 (구의동) 2층,음식,한식,돼지고기 구이/찜,127.089912146156,37.5522935128352,서울특별시 광진구 천호대로 659
김천재의육회반한연어,서울특별시 광진구 아차산로31길 23 (화양동) 1층,음식,한식,소고기 구이/찜,127.069610759885,37.5420975832578,서울특별시 광진구 아차산로31 길 23
귀한족발,서울특별시 광진구 능동로 373 (중곡동) 1층,음식,한식,족발/보쌈,127.082246776076,37.5627224025568,서울특별시 광진구 능동로 373
도도곱창건대,서울특별시 광진구 아차산로34길 18 (자양동),음식,한식,곱창 전골/구이,127.069282507325,37.5393738205446,서울특별시 광진구 아차산로34 길 18
구의회시장,서울특별시 광진구 구의로 22-1 (구의동) 1층,음식,한식,백반/한정식,127.089655197807,37.5399200857515,서울특별시 광진구 구의로 22 1
카페드리아,서울특별시 광진구 천호대로109길 9 (중곡동) 1층,음식,비알코올 ,카페,127.080772945481,37.5573857340016,서울특별시 광진구 천호대로109 길 9
훈이떡집,서울특별시 광진구 뚝섬로49길 49 (자양동) 1층,음식,기타 간이,떡/한과,127.079959796745,37.534222374686,서울특별시 광진구 뚝섬로49 길 49
능동국시,서울특별시 광진구 능동로35길 23 (군자동) 1층,음식,한식,국수/칼국수,127.077631872366,37.5569467542264,서울특별시 광진구 능동로35 길 23
송몽,서울특별시 광진구 자양번영로 47-13 (자양동) 1층,음식,주점,요리 주점,127.075290912437,37.5338885604319,서울특별시 광진구 자양번영로 47 13
서울떡볶기,서울특별시 광진구 아차산로29길 59 (화양동) 1층,음식,기타 간이,김밥/만두/분식,127.069276695439,37.5434825697223,서울특별시 광진구 아차산로29 길 59
고기처럼,서울특별시 광진구 긴고랑로 57 (중곡동) 1층,음식,한식,돼지고기 구이/찜,127.082795453371,37.5622851522775,서울특별시 광진구 긴고랑로 57
밥내음,서울특별시 광진구 동일로30길 50 (화양동),음식,한식,백반/한정식,127.069929315165,37.5474253045973,서울특별시 광진구 동일로30 길 50
일품불백,서울특별시 광진구 영화사로 33 (중곡동) 1층,음식,한식,돼지고기 구이/찜,127.090853817519,37.5567609696805,서울특별시 광진구 영화사로 33
중화명가,서울특별시 광진구 면목로 189 (중곡동) 1층,음식,중식,중국집,127.082994741697,37.5700357194233,서울특별시 광진구 면목로 189
카페동선,서울특별시 광진구 아차산로76가길 24 (광장동) 1층,음식,비알코올 ,카페,127.106623136877,37.5470238295431,서울특별시 광진구 아차산로76 가길 24
백일도,서울특별시 광진구 능동로47길 36 (중곡동) 1층,음식,한식,횟집,127.080627992452,37.5636559093376,서울특별시 광진구 능동로47 길 36
태동관,서울특별시 광진구 아차산로51길 27 (구의동),음식,중식,중국집,127.084844351843,37.5382069419705,서울특별시 광진구 아차산로51 길 27
테라코타,서울특별시 광진구 능동로 169 (화양동) 1층,음식,비알코올 ,카페,127.073151618953,37.5458377605393,서울특별시 광진구 능동로 169
한끼정광,서울특별시 광진구 긴고랑로 78 (중곡동) 1층,음식,일식,일식 회/초밥,127.084271570084,37.5609810784579,서울특별시 광진구 긴고랑로 78
비에이치씨,서울특별시 광진구 동일로20길 62 (자양동) 1층,음식,기타 간이,치킨,127.066904427948,37.5404273048732,서울특별시 광진구 동일로20 길 62
두끼,서울특별시 광진구 아차산로 241 (화양동),음식,기타 간이,김밥/만두/분식,127.070128531305,37.5404977898043,서울특별시 광진구 아차산로 241
건대우동집,서울특별시 광진구 자양로 116 (구의동),음식,일식,일식 면 요리,127.083735658859,37.5381893341564,서울특별시 광진구 자양로 116
본죽앤비빕밥,서울특별시 광진구 천호대로 808 (광장동),음식,한식,백반/한정식,127.102719694954,37.5450659785248,서울특별시 광진구 천호대로 808
부산야시장,서울특별시 광진구 광나루로 361 (군자동) 1층,음식,주점,요리 주점,127.069724520217,37.5484238574589,서울특별시 광진구 광나루로 361
허갈닭강정,서울특별시 광진구 뚝섬로23가길 1 (자양동) 1층,음식,기타 간이,치킨,127.065223864086,37.5372693431038,서울특별시 광진구 뚝섬로23 가길 1
자양제일커피,서울특별시 광진구 아차산로39길 29 (자양동) 1층,음식,비알코올 ,카페,127.076055115211,37.5388953846034,서울특별시 광진구 아차산로39 길 29
찜집,서울특별시 광진구 자양번영로 44 (자양동) 1층,음식,한식,백반/한정식,127.075985824347,37.5335065469369,서울특별시 광진구 자양번영로 44
장어시대,서울특별시 광진구 천호대로 528 (군자동) 1층,음식,한식,해산물 구이/찜,127.076590895547,37.5578396669753,서울특별시 광진구 천호대로 528
제일,서울특별시 광진구 광나루로 608 (구의동),음식,주점,무도 유흥 주점,127.095252872366,37.541152496608,서울특별시 광진구 광나루로 608
재즈라운지,서울특별시 광진구 능동로19길 7-6 (화양동) 1층,음식,주점,요리 주점,127.073106740155,37.5467204383008,서울특별시 광진구 능동로19 길 7 6
쑥쓰럽커피,서울특별시 광진구 광나루로56길 85 (구의동) 1층,음식,비알코올 ,카페,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56 길 85
여수낭만포차,서울특별시 광진구 답십리로82길 18 (중곡동) 1층,음식,주점,요리 주점,127.082501387962,37.5705725150295,서울특별시 광진구 답십리로82 길 18
언리미티드,서울특별시 광진구 아차산로31길 23 (화양동) 1층,음식,주점,요리 주점,127.069610759885,37.5420975832578,서울특별시 광진구 아차산로31 길 23
신성횟집,서울특별시 광진구 영화사로 62 (중곡동) 1층,음식,한식,횟집,127.092866714753,37.5550374238789,서울특별시 광진구 영화사로 62
샐럽,서울특별시 광진구 능동로13길 75 (화양동),음식,기타 간이,피자,127.06887461439,37.5448760290406,서울특별시 광진구 능동로13 길 75
무더리,서울특별시 광진구 면목로 52 (중곡동) 1층,음식,주점,요리 주점,127.077406946969,37.5586660016243,서울특별시 광진구 면목로 52
진맥,서울특별시 광진구 군자로 44 (화양동) 1층,음식,주점,생맥주 전문,127.070341826295,37.5470140697775,서울특별시 광진구 군자로 44
츄로sCoffeeIcecream,서울특별시 광진구 뚝섬로 620 (자양동) 1층,음식,비알코올 ,카페,127.078423007516,37.5322190638928,서울특별시 광진구 뚝섬로 620
카페트레비,서울특별시 광진구 군자로 63 (군자동) 2층,음식,비알코올 ,카페,127.070531987225,37.5490158991965,서울특별시 광진구 군자로 63
수작나베,서울특별시 광진구 구의강변로 106 (구의동) 1층,음식,일식,일식 회/초밥,127.094883852865,37.5398521518593,서울특별시 광진구 구의강변로 106
진국,서울특별시 광진구 뚝섬로 688 (자양동),음식,한식,백반/한정식,127.085796602912,37.5325016384492,서울특별시 광진구 뚝섬로 688
맛있는집,서울특별시 광진구 뚝섬로30길 16 (자양동) 1층,음식,기타 간이,김밥/만두/분식,127.066210280655,37.5352948326936,서울특별시 광진구 뚝섬로30 길 16
일양전,서울특별시 광진구 동일로24길 96 (화양동) 2층,음식,일식,일식 회/초밥,127.070127998455,37.5423629623955,서울특별시 광진구 동일로24 길 96
연옥양꼬치,서울특별시 광진구 동일로18길 42 (자양동) 1층,음식,중식,중국집,127.065017189083,37.5393221048297,서울특별시 광진구 동일로18 길 42
고고기,서울특별시 광진구 아차산로 471 (구의동) 1층,음식,한식,돼지고기 구이/찜,127.094084636403,37.5404407185141,서울특별시 광진구 아차산로 471
내담,서울특별시 광진구 능동로19길 35 (화양동) 1층,음식,한식,백반/한정식,127.071835039837,37.5470618587479,서울특별시 광진구 능동로19 길 35
다래나무,서울특별시 광진구 천호대로124길 24 (능동) 1층,음식,한식,백반/한정식,127.087840684646,37.5523225807828,서울특별시 광진구 천호대로124 길 24
쥬씨차얌뚝섬유원지점,서울특별시 광진구 능동로 18 (자양동) 1층,음식,비알코올 ,카페,127.067860902597,37.5326767997548,서울특별시 광진구 능동로 18
행복한그릇,서울특별시 광진구 광나루로17길 24-8 (군자동) 1층,음식,일식,일식 회/초밥,127.072899579909,37.5488272708831,서울특별시 광진구 광나루로17 길 24 8
두마리찜닭두찜광진,서울특별시 광진구 능동로 400 (중곡동) 1층,음식,한식,닭/오리고기 구이/찜,127.084665233698,37.5648856747072,서울특별시 광진구 능동로 400
까사더프타운,서울특별시 광진구 아차산로29길 29-1 (화양동) 1층,음식,서양식,경양식,127.068601720033,37.5422518179254,서울특별시 광진구 아차산로29 길 29 1
킹스커피,서울특별시 광진구 동일로22길 119 (화양동) 4층,음식,비알코올 ,카페,127.070578991239,37.540672535942,서울특별시 광진구 동일로22 길 119
르빵프레,서울특별시 광진구 긴고랑로13길 82 (중곡동) 1층,음식,기타 간이,빵/도넛,127.083622019708,37.5659588405598,서울특별시 광진구 긴고랑로13 길 82
뿅뿅주먹밥앤김밥,서울특별시 광진구 자양로 134 (구의동) 1층,음식,기타 간이,김밥/만두/분식,127.083435045388,37.5396376963523,서울특별시 광진구 자양로 134
한국피자헛,서울특별시 광진구 아차산로 431 (구의동) 1층,음식,기타 간이,피자,127.090168585722,37.5386445468198,서울특별시 광진구 아차산로 431
도회푸드건강한쌈,서울특별시 광진구 자양로13길 100 (자양동) 1층,음식,한식,백반/한정식,127.079697657533,37.5325353622076,서울특별시 광진구 자양로13 길 100
병천순대,서울특별시 광진구 영화사로 61 (중곡동),음식,한식,국/탕/찌개류,127.093148436052,37.5551387036168,서울특별시 광진구 영화사로 61
