상호,주소,상권업종대분류명,상권업종중분류명,상권업종소분류명,경도,위도,도로명주소
내가닭도리탕이다,서울특별시 광진구 뚝섬로55길 10 (자양동) 1층,음식,한식,백반/한정식,127.082533526006,37.5319447112834,서울특별시 광진구 뚝섬로55 길 10
수심,서울특별시 광진구 면목로 33-4 (군자동) 1층,음식,일식,일식 회/초밥,127.076212782362,37.557296079383,서울특별시 광진구 면목로 33 4
박과장의조은회사,서울특별시 광진구 아차산로 345 (자양동) 1층,음식,일식,일식 회/초밥,127.081435607686,37.5375136967709,서울특별시 광진구 아차산로 345
그리네,서울특별시 광진구 동일로22길 117-7 (화양동) 2층,음식,기타 간이,빵/도넛,127.070541132783,37.5409876060587,서울특별시 광진구 동일로22 길 117 7
래빗홀버거컴퍼니,서울특별시 광진구 광나루로 424 (화양동),음식,기타 간이,버거,127.076510194155,37.5460352750599,서울특별시 광진구 광나루로 424
힐,서울특별시 광진구 뚝섬로66길 7 (구의동),음식,비알코올 ,카페,127.090308640812,37.533635767209,서울특별시 광진구 뚝섬로66 길 7
마우로아,서울특별시 광진구 능동로 320 (중곡동) 1층,음식,서양식,경양식,127.080287877899,37.5581748802993,서울특별시 광진구 능동로 320
현대인의손맛,서울특별시 광진구 자양로 206-1 (구의동) 1층,음식,한식,백반/한정식,127.086145622676,37.5456236714233,서울특별시 광진구 자양로 206 1
줄리앤몰리,서울특별시 광진구 뚝섬로59길 67 (자양동) 1층,음식,비알코올 ,카페,127.083063896877,37.5348322021359,서울특별시 광진구 뚝섬로59 길 67
왕십리포차,서울특별시 광진구 자양로50길 6 (구의동) 1층,음식,주점,일반 유흥 주점,127.092588295275,37.5518635840273,서울특별시 광진구 자양로50 길 6
선주카페,서울특별시 광진구 강변북로 2230 (자양동),음식,비알코올 ,카페,127.067800920131,37.5284053347663,서울특별시 광진구 강변북로 2230
피자샵자양,서울특별시 광진구 아차산로 334-1 (자양동) 1층,음식,기타 간이,피자,127.079832755197,37.537194860044,서울특별시 광진구 아차산로 334 1
수포차,서울특별시 광진구 능동로36길 55 (능동) 1층,음식,주점,일반 유흥 주점,127.082121703574,37.5553868853703,서울특별시 광진구 능동로36 길 55
광수육회,서울특별시 광진구 면목로13길 3 (중곡동) 1층,음식,한식,소고기 구이/찜,127.082467117911,37.5687521313755,서울특별시 광진구 면목로13 길 3
뽀빠이우렁추어탕,서울특별시 광진구 자양번영로 12 (자양동) 1층,음식,한식,국/탕/찌개류,127.075194309369,37.5307160963747,서울특별시 광진구 자양번영로 12
오늘도좋은날,서울특별시 광진구 동일로70길 47 (중곡동) 1층,음식,주점,요리 주점,127.079559430392,37.5640260238418,서울특별시 광진구 동일로70 길 47
리하이,서울특별시 광진구 아차산로 444 (구의동) 1층,음식,중식,중국집,127.091935053723,37.5385410067184,서울특별시 광진구 아차산로 444
커피에반하다강변역점,서울특별시 광진구 광나루로56길 29 (구의동) 1층,음식,비알코올 ,카페,127.096514325742,37.5369542342159,서울특별시 광진구 광나루로56 길 29
이삭,서울특별시 광진구 자양로3길 59 (자양동) 1층,음식,기타 간이,피자,127.08345649876,37.5295640848499,서울특별시 광진구 자양로3 길 59
사거리식당,서울특별시 광진구 아차산로33길 43 (화양동) 1층,음식,주점,요리 주점,127.070605125697,37.5422135399029,서울특별시 광진구 아차산로33 길 43
콴차이,서울특별시 광진구 자양로18길 17 (구의동) 2층,음식,중식,중국집,127.084476597214,37.53774455434,서울특별시 광진구 자양로18 길 17
함루,서울특별시 광진구 능동로 90 (자양동) 1층,음식,일식,일식 회/초밥,127.070902015585,37.53835036397,서울특별시 광진구 능동로 90
딥247,서울특별시 광진구 자양로18길 53 (구의동) 2층,음식,주점,일반 유흥 주점,127.086372335275,37.538173720897,서울특별시 광진구 자양로18 길 53
몬스터테이블,서울특별시 광진구 답십리로 382 (중곡동) 1층,음식,주점,요리 주점,127.082854653649,37.5713051089265,서울특별시 광진구 답십리로 382
강릉집,서울특별시 광진구 영화사로 5-3 (중곡동) 1층,음식,한식,백반/한정식,127.088477463394,37.5585807902152,서울특별시 광진구 영화사로 5 3
불향쭈꾸미낙지,서울특별시 광진구 광나루로 361 (군자동),음식,한식,백반/한정식,127.069724520217,37.5484238574589,서울특별시 광진구 광나루로 361
용용선생1 호점2 호점,서울특별시 광진구 아차산로33길 25 (화양동) 3층,음식,주점,요리 주점,127.0702523358,37.5414628899231,서울특별시 광진구 아차산로33 길 25
엉터리생고기두번째이야기,서울특별시 광진구 아차산로 218 (자양동) 2층,음식,한식,돼지고기 구이/찜,127.067375376681,37.5407734248786,서울특별시 광진구 아차산로 218
카레시대,서울특별시 광진구 아차산로41길 44 (자양동) 1층,음식,한식,백반/한정식,127.077393655757,37.5386265237989,서울특별시 광진구 아차산로41 길 44
소풍,서울특별시 광진구 자양로45길 13 (구의동) 1층,음식,한식,백반/한정식,127.091207912481,37.5518349465318,서울특별시 광진구 자양로45 길 13
정담은코다리동태탕,서울특별시 광진구 천호대로143길 12 (광장동) 1층,음식,한식,백반/한정식,127.103069374268,37.5461048462365,서울특별시 광진구 천호대로143 길 12
작은성,서울특별시 광진구 면목로 113-1 (중곡동) 1층,음식,주점,요리 주점,127.079957340538,37.5638849575984,서울특별시 광진구 면목로 113 1
이디야커피건대스타시티,서울특별시 광진구 능동로 92 (자양동) 2층,음식,비알코올 ,카페,127.07119956705,37.538992451652,서울특별시 광진구 능동로 92
곽홍백외식연구소식당,서울특별시 광진구 면목로 92 (중곡동),음식,한식,백반/한정식,127.079211988761,37.5619058494946,서울특별시 광진구 면목로 92
세종김밥떡볶이,서울특별시 광진구 광나루로 375-1 (군자동),음식,기타 간이,김밥/만두/분식,127.07173099596,37.5481513122899,서울특별시 광진구 광나루로 375 1
안녕가비,서울특별시 광진구 능동로53길 41 (중곡동) 1층,음식,비알코올 ,카페,127.082194604106,37.5669749476765,서울특별시 광진구 능동로53 길 41
캘리스코타코벨건대스타시티점,서울특별시 광진구 아차산로 262 (자양동) B1층,음식,서양식,기타 서양식 음식점,127.072944230258,37.5369968145663,서울특별시 광진구 아차산로 262
카페미뇽,서울특별시 광진구 아차산로29길 12 (화양동) 1층,음식,비알코올 ,카페,127.068419680583,37.5414214146299,서울특별시 광진구 아차산로29 길 12
자양동녹두빈대떡,서울특별시 광진구 뚝섬로 626 (자양동) 1층,음식,한식,전/부침개,127.079092935131,37.5320260581163,서울특별시 광진구 뚝섬로 626
레모니아,서울특별시 광진구 광장로 75-1 (광장동) 1층,음식,기타 간이,빵/도넛,127.105561086052,37.5478267371015,서울특별시 광진구 광장로 75 1
제일팜,서울특별시 광진구 능동로13길 75 (화양동) 2층,음식,기타 간이,김밥/만두/분식,127.06887461439,37.5448760290406,서울특별시 광진구 능동로13 길 75
바스타,서울특별시 광진구 아차산로33길 14 (화양동) 1층,음식,주점,요리 주점,127.07020247513,37.5409218663542,서울특별시 광진구 아차산로33 길 14
