상호,주소,상권업종대분류명,상권업종중분류명,상권업종소분류명,경도,위도,도로명주소
구의문복합식당,서울특별시 광진구 능동로 216 (능동) 1층,음식,기타 간이,김밥/만두/분식,127.078756685122,37.5519997599751,서울특별시 광진구 능동로 216
백철판,서울특별시 광진구 동일로22길 105 (화양동) 지층,음식,한식,돼지고기 구이/찜,127.069851384151,37.5409461329101,서울특별시 광진구 동일로22길 105
플렛홈,서울특별시 광진구 천호대로 566 (능동) 4층,교육,기타 교육,미술학원,127.080627013083,37.5563664112785,서울특별시 광진구 천호대로 566
스마트해법수학자양초교점,서울특별시 광진구 아차산로44가길 10 (자양동),교육,일반 교육,입시·교과학원,127.079518709703,37.5360480753292,서울특별시 광진구 아차산로44가길 10
RUSH모바일,서울특별시 광진구 광나루로56길 85 (구의동) 6층,소매,가전·통신 소매,핸드폰 소매업,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
팀무브먼트광진구공무원체력학원,서울특별시 광진구 동일로24길 5 (화양동) 1층,교육,기타 교육,태권도/무술학원,127.065881576076,37.5444108746565,서울특별시 광진구 동일로24길 5
올래상회,서울특별시 광진구 능동로38길 28 (중곡동) 1층,음식,한식,국수/칼국수,127.081238942214,37.5572271721526,서울특별시 광진구 능동로38길 28
경희아름채한의원,서울특별시 광진구 광나루로 369 (군자동) 2층,보건의료,의원,한의원,127.07103693168,37.5484522110591,서울특별시 광진구 광나루로 369
비비큐,서울특별시 광진구 영화사로 37-1 (중곡동) 1층,음식,기타 간이,치킨,127.091196067397,37.5565383418878,서울특별시 광진구 영화사로 37-1
프리존골프교실,서울특별시 광진구 아차산로78길 44 (광장동) 1층,교육,기타 교육,기타 예술/스포츠 교육기관,127.10988340294,37.5507427688594,서울특별시 광진구 아차산로78길 44
라좡,서울특별시 광진구 동일로18길 10 (자양동) 1층,음식,중식,중국집,127.063293113913,37.5396508409897,서울특별시 광진구 동일로18길 10
티티모바일,서울특별시 광진구 자양로 312 (구의동) 1층,소매,가전·통신 소매,핸드폰 소매업,127.093388233927,37.5530951589161,서울특별시 광진구 자양로 312
서울산업보건,서울특별시 광진구 아차산로53길 12-7 (구의동) 2층,보건의료,의원,방사선 진단/병리 검사 의원,127.086252605253,37.5377853416482,서울특별시 광진구 아차산로53길 12-7
집파스타,서울특별시 광진구 광나루로56길 85 (구의동) 9층,음식,서양식,파스타/스테이크,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
카페구공,서울특별시 광진구 천호대로127길 24 (중곡동) 1층,음식,비알코올 ,카페,127.090143583317,37.5537369783479,서울특별시 광진구 천호대로127길 24
헤어by안나,서울특별시 광진구 능동로4길 71-1 (자양동) 1층,수리·개인,이용·미용,미용실,127.070748600607,37.53156423076,서울특별시 광진구 능동로4길 71-1
미니스톱구의,서울특별시 광진구 구의로 39 (구의동),소매,종합 소매,편의점,127.089716326783,37.5414072944189,서울특별시 광진구 구의로 39
치치,서울특별시 광진구 동일로22길 107 (화양동) 2층,음식,주점,요리 주점,127.069976517183,37.5408930554077,서울특별시 광진구 동일로22길 107
골드,서울특별시 광진구 광나루로 396 (화양동) 지층,음식,주점,요리 주점,127.073564657364,37.5472105994882,서울특별시 광진구 광나루로 396
그레이트베어,서울특별시 광진구 동일로46길 23-11 (군자동) 2층,소매,애완동물·용품 소매,애완동물/애완용품 소매업,127.071298687492,37.5538065083789,서울특별시 광진구 동일로46길 23-11
혼스튜디오,서울특별시 광진구 광나루로56길 85 (구의동) 32층,과학·기술,전문 디자인,시각 디자인업,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
커리어서치,서울특별시 광진구 광나루로 536 (구의동) 3층,과학·기술,본사·경영 컨설팅,경영 컨설팅업,127.088918325504,37.5446809715665,서울특별시 광진구 광나루로 536
케이에스퀀덤센터,서울특별시 광진구 자양로 131 (자양동) 6층,소매,식료품 소매,건강보조식품 소매업,127.08289393421,37.5394713056408,서울특별시 광진구 자양로 131
딜라이트,서울특별시 광진구 아차산로 262 (자양동) 1층,소매,섬유·의복·신발 소매,기타 의류 소매업,127.072944230258,37.5369968145663,서울특별시 광진구 아차산로 262
배근상사,서울특별시 광진구 자양로11길 21 (자양동),시설관리·임대,고용 알선,고용 알선업,127.083080505574,37.534399825432,서울특별시 광진구 자양로11길 21
원조마포숯불갈비,서울특별시 광진구 광나루로12길 5 (화양동),음식,한식,돼지고기 구이/찜,127.068062791699,37.5473655352132,서울특별시 광진구 광나루로12길 5
몽드현,서울특별시 광진구 아차산로78길 167 (광장동) 1층,음식,기타 간이,빵/도넛,127.108696004583,37.5478144001889,서울특별시 광진구 아차산로78길 167
스마트세무회계사무소,서울특별시 광진구 능동로 279 (군자동) 3층,과학·기술,회계·세무,세무사,127.077961524661,37.5549940507227,서울특별시 광진구 능동로 279
힘찬종합보수,서울특별시 광진구 자양번영로1길 39 (자양동) 1층,수리·개인,기타 가정용품 수리,그 외 기타 개인/가정용품 수리업,127.072512645854,37.5307311081383,서울특별시 광진구 자양번영로1길 39
서울삼성치과의원,서울특별시 광진구 뚝섬로 642 (자양동) 2층,보건의료,의원,치과의원,127.080739898425,37.5315072679573,서울특별시 광진구 뚝섬로 642
자양동포차,서울특별시 광진구 자양번영로 23-1 (자양동) 1층,음식,주점,일반 유흥 주점,127.075056179526,37.5318233103351,서울특별시 광진구 자양번영로 23-1
곱창이야기,서울특별시 광진구 구의강변로7길 3 (구의동) 1층,음식,한식,곱창 전골/구이,127.093298563409,37.5380739254385,서울특별시 광진구 구의강변로7길 3
럭셔리라이브7080,서울특별시 광진구 면목로 197 (중곡동) 지층,음식,주점,요리 주점,127.083154809636,37.5708298849983,서울특별시 광진구 면목로 197
누리씨앤에이,서울특별시 광진구 천호대로143길 21 (광장동),부동산,부동산 서비스,부동산 중개/대리업,127.103278542159,37.5465930035021,서울특별시 광진구 천호대로143길 21
솔인테리어,서울특별시 광진구 능동로 53 (자양동) 1층,과학·기술,전문 디자인,인테리어 디자인업,127.068564785063,37.5361243742163,서울특별시 광진구 능동로 53
왕돈까스&왕냉면,서울특별시 광진구 광나루로 386-3 (화양동) 1층,음식,한식,백반/한정식,127.072759461,37.5473484473767,서울특별시 광진구 광나루로 386-3
서현플라워&카페,서울특별시 광진구 용마산로1길 66 (중곡동) 3층,소매,식물 소매,꽃집,127.085022880324,37.5560040968232,서울특별시 광진구 용마산로1길 66
아이스크림스토리,서울특별시 광진구 천호대로119길 23 (중곡동) 1층,소매,종합 소매,슈퍼마켓,127.086054049037,37.5559039572981,서울특별시 광진구 천호대로119길 23
영진,서울특별시 광진구 뚝섬로22길 33-7 (자양동),시설관리·임대,청소·방제,소독; 구충 및 방제 서비스업,127.061468890508,37.535329329819,서울특별시 광진구 뚝섬로22길 33-7
픽시케익&픽시쿠키,서울특별시 광진구 능동로 169 (화양동) 3층,교육,기타 교육,기타 기술/직업 훈련학원,127.073151618953,37.5458377605393,서울특별시 광진구 능동로 169
벗이비인후과의원건대,서울특별시 광진구 뚝섬로 558 (자양동),보건의료,의원,이비인후과 의원,127.071848218926,37.534131868626,서울특별시 광진구 뚝섬로 558
서울삼성정형외과의원,서울특별시 광진구 면목로 128 (중곡동) 2층,보건의료,의원,외과 의원,127.080908317744,37.5647934135667,서울특별시 광진구 면목로 128
도로시헤어,서울특별시 광진구 자양로45길 65 (중곡동) 1층,수리·개인,이용·미용,미용실,127.090231488187,37.5539539079573,서울특별시 광진구 자양로45길 65
육광숙성삼겹살묵은지찜찌개,서울특별시 광진구 아차산로 348 (자양동) 1층,음식,한식,돼지고기 구이/찜,127.081342180098,37.5368281697476,서울특별시 광진구 아차산로 348
에이치케이테이큰,서울특별시 광진구 동일로22길 89 (화양동) 1층,음식,서양식,경양식,127.069124219881,37.5411836867807,서울특별시 광진구 동일로22길 89
선신디앤씨,서울특별시 광진구 자양강변길 115 (자양동) 3층,부동산,부동산 서비스,부동산 중개/대리업,127.065240573301,37.5323046774339,서울특별시 광진구 자양강변길 115
골목료리집,서울특별시 광진구 아차산로 395 (구의동) 1층,음식,기타 간이,치킨,127.086368605967,37.5375519653419,서울특별시 광진구 아차산로 395
다온피앤디,서울특별시 광진구 자양로53길 69 (중곡동) 2층,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,127.090786529643,37.5557783062499,서울특별시 광진구 자양로53길 69
광진최강푸르넷수학교습소,서울특별시 광진구 영화사로 37-1 (중곡동) 2층,교육,일반 교육,입시·교과학원,127.091196067397,37.5565383418878,서울특별시 광진구 영화사로 37-1
최정희헤어,서울특별시 광진구 아차산로 637 (광장동) 3층,수리·개인,이용·미용,미용실,127.107590529973,37.5513111458743,서울특별시 광진구 아차산로 637
등촌칼국수,서울특별시 광진구 자양번영로 84-1 (자양동) 1층,음식,한식,국수/칼국수,127.077074102277,37.5370111426023,서울특별시 광진구 자양번영로 84-1
르빠니에블루,서울특별시 광진구 능동로 149-1 (화양동),음식,서양식,경양식,127.072345576535,37.5442185492595,서울특별시 광진구 능동로 149-1
원트건대,서울특별시 광진구 능동로 121 (화양동),소매,섬유·의복·신발 소매,기타 의류 소매업,127.071242782626,37.5418941783777,서울특별시 광진구 능동로 121
파파존스,서울특별시 광진구 능동로 266 (능동) 1층,음식,기타 간이,버거,127.077865119892,37.5536327120794,서울특별시 광진구 능동로 266
카페에이딥,서울특별시 광진구 자양로43길 57 (중곡동) 1층,음식,비알코올 ,카페,127.089901957055,37.5531314119111,서울특별시 광진구 자양로43길 57
애플리즈,서울특별시 광진구 영화사로 8 (중곡동),소매,섬유·의복·신발 소매,신발 소매업,127.088311324795,37.5582821608625,서울특별시 광진구 영화사로 8
뽕잎사랑건대스타시티점,서울특별시 광진구 아차산로 262 (자양동) 1층,음식,한식,백반/한정식,127.072944230258,37.5369968145663,서울특별시 광진구 아차산로 262
청년치킨,서울특별시 광진구 군자로 39 (화양동) 1층,음식,기타 간이,치킨,127.07009657639,37.5467147918647,서울특별시 광진구 군자로 39
앵콜노래연습장,서울특별시 광진구 동일로18길 32 (자양동),예술·스포츠,유원지·오락,노래방,127.064528530146,37.5394894345283,서울특별시 광진구 동일로18길 32
동서울이발관,서울특별시 광진구 광나루로52길 63 (구의동) 1층,수리·개인,이용·미용,미용실,127.092463293726,37.5397705001622,서울특별시 광진구 광나루로52길 63
해룡마라룽샤,서울특별시 광진구 동일로18길 36 (자양동) 1층,음식,중식,마라탕/훠궈,127.064789775275,37.5394104091595,서울특별시 광진구 동일로18길 36
디자인온,서울특별시 광진구 천호대로 646 (능동) 3층,과학·기술,전문 디자인,인테리어 디자인업,127.088569013351,37.552922898879,서울특별시 광진구 천호대로 646
명가네남원추어탕,서울특별시 광진구 능동로37길 11 (중곡동) 1층,음식,한식,국/탕/찌개류,127.079033540273,37.5580119242043,서울특별시 광진구 능동로37길 11
큐브플러스,서울특별시 광진구 동일로 451 (중곡동) 1층,수리·개인,자동차 수리·세차,자동차 정비소,127.079502132346,37.5705221356099,서울특별시 광진구 동일로 451
이노핸즈,서울특별시 광진구 동일로76가길 47 (중곡동),과학·기술,광고,광고 대행업,127.080100592477,37.5697248677903,서울특별시 광진구 동일로76가길 47
나인웨어,서울특별시 광진구 동일로18길 53 (자양동) 2층,음식,주점,생맥주 전문,127.065933545375,37.539338367269,서울특별시 광진구 동일로18길 53
펌프노래방,서울특별시 광진구 아차산로 242 (자양동) 지층,예술·스포츠,유원지·오락,노래방,127.069886660638,37.5399282223306,서울특별시 광진구 아차산로 242
하랑컴퍼니,서울특별시 광진구 영화사로13길 6 (구의동),시설관리·임대,기타 사업 서비스,전시/컨벤션/행사 대행 서비스업,127.093967289425,37.5548116011471,서울특별시 광진구 영화사로13길 6
에쉬컴퍼니,서울특별시 광진구 구의로 44 (구의동) 지층,과학·기술,사진 촬영,사진촬영업,127.090074240205,37.5417524530163,서울특별시 광진구 구의로 44
바른필라테스,서울특별시 광진구 능동로 69 (자양동) 2층,교육,기타 교육,요가/필라테스 학원,127.069076044466,37.5377773311572,서울특별시 광진구 능동로 69
담에또밥,서울특별시 광진구 뚝섬로23길 60 (자양동) 1층,음식,한식,백반/한정식,127.066637118374,37.5373616164309,서울특별시 광진구 뚝섬로23길 60
해바라기필라테스,서울특별시 광진구 용마산로 9 (중곡동) 4층,교육,기타 교육,요가/필라테스 학원,127.088165918431,37.5544245416751,서울특별시 광진구 용마산로 9
사회적협동조합광진사회적경제네트워크,서울특별시 광진구 광나루로 478 (구의동),교육,기타 교육,기타 기술/직업 훈련학원,127.082102539576,37.5449525650145,서울특별시 광진구 광나루로 478
김태희공인중개사사무소,서울특별시 광진구 면목로 148 (중곡동) 1층,부동산,부동산 서비스,부동산 중개/대리업,127.081714206028,37.5664576142916,서울특별시 광진구 면목로 148
오닐롯데건대점,서울특별시 광진구 능동로 92 (자양동) 5층,소매,섬유·의복·신발 소매,기타 의류 소매업,127.07119956705,37.538992451652,서울특별시 광진구 능동로 92
미아리우동집,서울특별시 광진구 아차산로29길 67 (화양동) 1층,음식,기타 간이,김밥/만두/분식,127.069375731192,37.5437086130814,서울특별시 광진구 아차산로29길 67
트라이앵글십,서울특별시 광진구 동일로66길 13 (중곡동) 1층,과학·기술,전문 디자인,시각 디자인업,127.07597774599,37.5616643291415,서울특별시 광진구 동일로66길 13
별하,서울특별시 광진구 광나루로56길 85 (구의동) 6층,소매,가전·통신 소매,핸드폰 소매업,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
유애드,서울특별시 광진구 능동로 172 (화양동),과학·기술,광고,광고 대행업,127.073964658766,37.5459792972265,서울특별시 광진구 능동로 172
아이락하우스,서울특별시 광진구 자양로 278-6 (구의동),음식,동남아시아,베트남식 전문,127.091519855373,37.5503776435862,서울특별시 광진구 자양로 278-6
댄디쿠스튜디오,서울특별시 광진구 천호대로110길 50 (능동),과학·기술,사진 촬영,사진촬영업,127.079057594906,37.5551377626266,서울특별시 광진구 천호대로110길 50
꽃이피다,서울특별시 광진구 능동로 110 (화양동) 2층,소매,섬유·의복·신발 소매,액세서리/잡화 소매업,127.071393981254,37.5406519161493,서울특별시 광진구 능동로 110
그린포러스,서울특별시 광진구 능동로 120 (화양동),교육,교육 지원,기타 교육지원 서비스업,127.074695272526,37.5390559369817,서울특별시 광진구 능동로 120
대성종합건설,서울특별시 광진구 뚝섬로 506 (자양동) 2층,시설관리·임대,청소·방제,건축물 일반 청소업,127.066352530344,37.5356834098834,서울특별시 광진구 뚝섬로 506
콜미텔미,서울특별시 광진구 천호대로 538 (군자동) 9층,과학·기술,회계·세무,공인회계사,127.077875631034,37.5573721516383,서울특별시 광진구 천호대로 538
순샐러드,서울특별시 광진구 군자로 26 (화양동) 1층,음식,기타 간이,피자,127.070801140433,37.5455669932025,서울특별시 광진구 군자로 26
콩불,서울특별시 광진구 능동로 135-2 (화양동) 지층,음식,한식,돼지고기 구이/찜,127.071681412067,37.5430239418944,서울특별시 광진구 능동로 135-2
두루두루,서울특별시 광진구 광나루로56길 85 (구의동) 1층,음식,한식,백반/한정식,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
피코야,서울특별시 광진구 천호대로 655 (중곡동) 1층,음식,기타 간이,빵/도넛,127.089704833527,37.5525892616302,서울특별시 광진구 천호대로 655
워커힐약국,서울특별시 광진구 워커힐로 177 (광장동) 1층,소매,의약·화장품 소매,약국,127.111691182345,37.5586225695691,서울특별시 광진구 워커힐로 177
장주,서울특별시 광진구 용마산로8가길 38-12 (중곡동),과학·기술,본사·경영 컨설팅,경영 컨설팅업,127.089206557702,37.5609832101111,서울특별시 광진구 용마산로8가길 38-12
포슬렌야구연습장,서울특별시 광진구 아차산로78길 44 (광장동) 2층,예술·스포츠,스포츠 서비스,당구장,127.10988340294,37.5507427688594,서울특별시 광진구 아차산로78길 44
빌리야드,서울특별시 광진구 자양번영로1길 30 (자양동),과학·기술,본사·경영 컨설팅,경영 컨설팅업,127.073121103325,37.5309341169204,서울특별시 광진구 자양번영로1길 30
차차차노래연습장,서울특별시 광진구 긴고랑로 127 (중곡동) 지층,예술·스포츠,유원지·오락,노래방,127.089004555351,37.5589813205046,서울특별시 광진구 긴고랑로 127
씨유구의크레신점,서울특별시 광진구 아차산로 375 (구의동) 1층,소매,종합 소매,편의점,127.084349088885,37.5370677758761,서울특별시 광진구 아차산로 375
더로즈플레르,서울특별시 광진구 아차산로 552 (광장동) 1층,소매,식물 소매,꽃집,127.104387374798,37.5437721117555,서울특별시 광진구 아차산로 552
세븐동부센터점,서울특별시 광진구 능동로 268 (능동) 1층,소매,종합 소매,편의점,127.078020999838,37.5538411709532,서울특별시 광진구 능동로 268
광진구스포츠클럽,서울특별시 광진구 뚝섬로52길 58 (자양동),예술·스포츠,스포츠 서비스,종합 스포츠시설,127.078263720955,37.5295326807154,서울특별시 광진구 뚝섬로52길 58
클린프로,서울특별시 광진구 동일로56길 17 (군자동),시설관리·임대,청소·방제,건축물 일반 청소업,127.073082121207,37.5560190840933,서울특별시 광진구 동일로56길 17
포인트나인,서울특별시 광진구 아차산로33길 49 (화양동) 3층,예술·스포츠,유원지·오락,기타 오락장,127.070714695999,37.5425027387155,서울특별시 광진구 아차산로33길 49
겐로쿠우동,서울특별시 광진구 능동로 111 (화양동) 1층,음식,일식,일식 면 요리,127.070835091269,37.5410079404983,서울특별시 광진구 능동로 111
블랙펄,서울특별시 광진구 능동로27가길 18-4 (군자동) 2층,과학·기술,사진 촬영,사진촬영업,127.075871724904,37.553752284444,서울특별시 광진구 능동로27가길 18-4
하나마당,서울특별시 광진구 뚝섬로28길 4 (자양동) 1층,음식,한식,백반/한정식,127.064706729486,37.5360938808924,서울특별시 광진구 뚝섬로28길 4
고봉민김밥인,서울특별시 광진구 아차산로 537-17 (광장동),음식,기타 간이,김밥/만두/분식,127.099644411941,37.5429521266911,서울특별시 광진구 아차산로 537-17
서브카,서울특별시 광진구 천호대로 569 (중곡동) 3층,과학·기술,광고,광고물 설계/제작업,127.081471257944,37.5567424127165,서울특별시 광진구 천호대로 569
파쏘,서울특별시 광진구 군자로 174 (군자동) 1층,음식,서양식,경양식,127.077766909367,37.55609181174,서울특별시 광진구 군자로 174
밥꼬찜닭,서울특별시 광진구 자양로38길 18-1 (구의동) 1층,음식,한식,닭/오리고기 구이/찜,127.088857403806,37.5468970898254,서울특별시 광진구 자양로38길 18-1
초이아이즈,서울특별시 광진구 아차산로 401-14 (구의동),교육,교육 지원,교육컨설팅업,127.087007585093,37.5380434760053,서울특별시 광진구 아차산로 401-14
커피브라더,서울특별시 광진구 능동로16길 57 (화양동) 1층,음식,비알코올 ,카페,127.076122269481,37.5453744730257,서울특별시 광진구 능동로16길 57
깐부치킨,서울특별시 광진구 아차산로76길 25 (광장동) 1층,음식,기타 간이,치킨,127.107945895588,37.5471329458353,서울특별시 광진구 아차산로76길 25
애드나인,서울특별시 광진구 뚝섬로58가길 23 (자양동) 1층,과학·기술,광고,광고 대행업,127.083504906084,37.5302312406295,서울특별시 광진구 뚝섬로58가길 23
한림세탁소,서울특별시 광진구 아차산로 229 (화양동),수리·개인,세탁,세탁소,127.06899348461,37.5407771828983,서울특별시 광진구 아차산로 229
버터버거,서울특별시 광진구 구천면로 13 (광장동),음식,기타 간이,버거,127.107271034171,37.5467854453271,서울특별시 광진구 구천면로 13
연길보신탕,서울특별시 광진구 동일로18길 18 (자양동) 1층,소매,식료품 소매,정육점,127.063823880248,37.5397361446631,서울특별시 광진구 동일로18길 18
강릉수산,서울특별시 광진구 자양로13길 73-1 (자양동) 1층,음식,한식,횟집,127.080876282148,37.5333014262551,서울특별시 광진구 자양로13길 73-1
숲디자인,서울특별시 광진구 아차산로55길 43 (구의동) 2층,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,127.086314215437,37.5392275033045,서울특별시 광진구 아차산로55길 43
라인크린,서울특별시 광진구 천호대로129길 47-5 (중곡동) 2층,시설관리·임대,청소·방제,건축물 일반 청소업,127.091570142205,37.5536938996566,서울특별시 광진구 천호대로129길 47-5
고고GoGo로또,서울특별시 광진구 자양로15길 34 (자양동) 1층,예술·스포츠,유원지·오락,복권 발행/판매업,127.081752867124,37.5356329632233,서울특별시 광진구 자양로15길 34
서림제2관학원,서울특별시 광진구 면목로 136 (중곡동) 3층,교육,일반 교육,입시·교과학원,127.081138477443,37.5654079182916,서울특별시 광진구 면목로 136
랄라팔루자헤어,서울특별시 광진구 동일로20길 78 (자양동) 2층,수리·개인,이용·미용,미용실,127.067688837508,37.5401361535228,서울특별시 광진구 동일로20길 78
고래모바일,서울특별시 광진구 광나루로56길 85 (구의동) 6층,소매,가전·통신 소매,핸드폰 소매업,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
대진더스타일,서울특별시 광진구 동일로18길 51 (자양동) 1층,수리·개인,이용·미용,미용실,127.065673313462,37.5393363085508,서울특별시 광진구 동일로18길 51
피자컴퍼니,서울특별시 광진구 능동로32길 12 (능동) 1층,음식,기타 간이,피자,127.079227902115,37.5550940383866,서울특별시 광진구 능동로32길 12
수돈재감자탕,서울특별시 광진구 자양로45길 39 (중곡동),음식,한식,국/탕/찌개류,127.090754751647,37.5528045931872,서울특별시 광진구 자양로45길 39
서울세탁소,서울특별시 광진구 능동로59길 35 (중곡동) 1층,수리·개인,세탁,세탁소,127.083803745454,37.5686814177875,서울특별시 광진구 능동로59길 35
도그데이즈,서울특별시 광진구 능동로32길 130-22 (능동),소매,애완동물·용품 소매,애완동물/애완용품 소매업,127.084751512171,37.5522806543764,서울특별시 광진구 능동로32길 130-22
미소약국,서울특별시 광진구 면목로 126 (중곡동) 1층,소매,의약·화장품 소매,약국,127.080742417721,37.5644767548386,서울특별시 광진구 면목로 126
미스터컴퍼니,서울특별시 광진구 광나루로56길 85 (구의동) 7층,수리·개인,가전제품 수리,가전제품 수리업,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
테이블스워커힐,서울특별시 광진구 아차산로 613 (광장동) 1층,음식,비알코올 ,카페,127.106477776765,37.5478246668936,서울특별시 광진구 아차산로 613
선진알앤디,서울특별시 광진구 구의강변로 45 (구의동) 3층,부동산,부동산 서비스,부동산 중개/대리업,127.091289265139,37.5348777610673,서울특별시 광진구 구의강변로 45
꽃작업실,서울특별시 광진구 자양번영로2길 33 (자양동) 1층,소매,식물 소매,꽃집,127.076851361159,37.5302965552447,서울특별시 광진구 자양번영로2길 33
타이어이야기,서울특별시 광진구 용마산로21길 71 (중곡동),소매,자동차 부품 소매,자동차 부품 소매업,127.084886002592,37.5616436087199,서울특별시 광진구 용마산로21길 71
락노래연습장,서울특별시 광진구 천호대로 667 (구의동) 1층,예술·스포츠,유원지·오락,노래방,127.090226999883,37.5515300456126,서울특별시 광진구 천호대로 667
도깨비전,서울특별시 광진구 아차산로 589 (광장동) 1층,음식,주점,요리 주점,127.104723172254,37.5459732282829,서울특별시 광진구 아차산로 589
달밤포차,서울특별시 광진구 자양로18길 56 (구의동) 1층,음식,주점,일반 유흥 주점,127.08663509228,37.5379685112704,서울특별시 광진구 자양로18길 56
국선도법강변수련원,서울특별시 광진구 구의강변로 94 (구의동) 3층,교육,기타 교육,요가/필라테스 학원,127.095051740351,37.5381324262183,서울특별시 광진구 구의강변로 94
백세만세의료기,서울특별시 광진구 광나루로 556 (구의동) 1층,소매,의약·화장품 소매,의료기기 소매업,127.091174995498,37.5442928881397,서울특별시 광진구 광나루로 556
집뜰,서울특별시 광진구 자양로43길 65 (중곡동),음식,한식,백반/한정식,127.08977429677,37.5533917326625,서울특별시 광진구 자양로43길 65
조우엔지니어링,서울특별시 광진구 자양로 192-1 (구의동) 2층,과학·기술,기술 서비스,건물 및 토목 엔지니어링 서비스업,127.085398825486,37.5446898058197,서울특별시 광진구 자양로 192-1
드림플라이협동조합,서울특별시 광진구 자양로41길 12 (구의동),교육,교육 지원,교육컨설팅업,127.089804178866,37.5500040099778,서울특별시 광진구 자양로41길 12
산카이,서울특별시 광진구 동일로22길 87 (화양동) 1층,음식,한식,백반/한정식,127.068999309834,37.5412187440984,서울특별시 광진구 동일로22길 87
라이프케어지씨,서울특별시 광진구 광나루로56길 85 (구의동) 26층,시설관리·임대,여행사·보조,여행사,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
일품대가삼계탕,서울특별시 광진구 아차산로 358 (자양동) 1층,음식,한식,국/탕/찌개류,127.082375517262,37.5365298458103,서울특별시 광진구 아차산로 358
신호닭발군자점,서울특별시 광진구 능동로36길 29 (능동) 1층,음식,한식,닭/오리고기 구이/찜,127.080767466047,37.5559890638339,서울특별시 광진구 능동로36길 29
케이티포파이브,서울특별시 광진구 뚝섬로23길 44 (자양동),음식,비알코올 ,카페,127.06574532516,37.5371923750861,서울특별시 광진구 뚝섬로23길 44
퀸당구장,서울특별시 광진구 아차산로 610 (광장동) 1층,예술·스포츠,스포츠 서비스,당구장,127.106530675435,37.5471853195127,서울특별시 광진구 아차산로 610
달디단,서울특별시 광진구 아차산로51길 52 (구의동),교육,기타 교육,기타 예술/스포츠 교육기관,127.085033918025,37.5393617587031,서울특별시 광진구 아차산로51길 52
윤순영패션,서울특별시 광진구 용마산로 28 (중곡동) 1층,소매,섬유·의복·신발 소매,여성 의류 소매업,127.08838183982,37.5562102893843,서울특별시 광진구 용마산로 28
건축사사무소시선아이,서울특별시 광진구 동일로48길 16 (군자동) 1층,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,127.071512362231,37.553916314842,서울특별시 광진구 동일로48길 16
쪽갈비에미치닭,서울특별시 광진구 천호대로121길 22 (중곡동) 1층,음식,한식,돼지고기 구이/찜,127.086525733723,37.5562049542055,서울특별시 광진구 천호대로121길 22
대하전자,서울특별시 광진구 자양로 240 (구의동) 1층,수리·개인,가전제품 수리,가전제품 수리업,127.088687358119,37.5478508926007,서울특별시 광진구 자양로 240
바리스타나눔,서울특별시 광진구 천호대로125길 5 (중곡동),음식,비알코올 ,카페,127.087221680545,37.5548227186124,서울특별시 광진구 천호대로125길 5
석조전자,서울특별시 광진구 긴고랑로22길 23 (중곡동) 1층,수리·개인,가전제품 수리,가전제품 수리업,127.084045368035,37.560042232139,서울특별시 광진구 긴고랑로22길 23
포따하우스,서울특별시 광진구 영화사로 49 (중곡동) 1층,소매,섬유·의복·신발 소매,침구류/커튼 소매업,127.092029759714,37.5559230310148,서울특별시 광진구 영화사로 49
숙성길,서울특별시 광진구 뚝섬로36길 57 (자양동) 1층,소매,식료품 소매,정육점,127.070267851223,37.5320109734567,서울특별시 광진구 뚝섬로36길 57
드레스젠,서울특별시 광진구 구의강변로 11 (자양동) 1층,시설관리·임대,가정용품 대여,의류 대여업,127.09094773264,37.5322530649799,서울특별시 광진구 구의강변로 11
이코노행정사사무소,서울특별시 광진구 아차산로 378 (자양동) 3층,과학·기술,법무관련 ,행정사,127.084717748951,37.53653000189,서울특별시 광진구 아차산로 378
와이마우스패션공방,서울특별시 광진구 아차산로 415 (구의동) 5층,교육,기타 교육,기타 기술/직업 훈련학원,127.088671884701,37.5379662263164,서울특별시 광진구 아차산로 415
엔젤코인노래연습장,서울특별시 광진구 동일로22길 115 (화양동),예술·스포츠,유원지·오락,노래방,127.070442208772,37.5407525539381,서울특별시 광진구 동일로22길 115
비비드포토그라피,서울특별시 광진구 자양로11길 8 (자양동) 1층,과학·기술,사진 촬영,사진촬영업,127.083595866292,37.5348183103853,서울특별시 광진구 자양로11길 8
에반픽스,서울특별시 광진구 광나루로56길 85 (구의동) 6층,소매,가전·통신 소매,핸드폰 소매업,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
위아요가,서울특별시 광진구 천호대로 663 (구의동) 3층,교육,기타 교육,요가/필라테스 학원,127.090234921225,37.5518094325728,서울특별시 광진구 천호대로 663
