상호,주소,상권업종대분류명,상권업종중분류명,상권업종소분류명,경도,위도,도로명주소
엘리트크린산업,서울특별시 광진구 자양로29길 3 (구의동) 1층,수리·개인,세탁,세탁소,127.084456824383,37.5439886956755,서울특별시 광진구 자양로29길 3
예인피부과,서울특별시 광진구 천호대로 561 (중곡동) 3층,보건의료,의원,피부/비뇨기과 의원,127.080651887676,37.5571054659597,서울특별시 광진구 천호대로 561
세븐일레븐중곡동일점,서울특별시 광진구 긴고랑로 6 (중곡동) 1층,소매,종합 소매,편의점,127.076980547744,37.5638707325104,서울특별시 광진구 긴고랑로 6
천사약국,서울특별시 광진구 능동로 409 (중곡동) 1층,소매,의약·화장품 소매,약국,127.083796211331,37.5655997729823,서울특별시 광진구 능동로 409
초이앤고,서울특별시 광진구 능동로29가길 4 (군자동) 1층,수리·개인,이용·미용,미용실,127.077388809092,37.5546291568366,서울특별시 광진구 능동로29가길 4
덕산인쇄,서울특별시 광진구 긴고랑로14길 89 (중곡동) 5층,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,127.079714587462,37.5587741163916,서울특별시 광진구 긴고랑로14길 89
보다안경,서울특별시 광진구 자양로 201 (구의동) 1층,소매,안경·정밀기기 소매,안경렌즈 소매업,127.08536507718,37.5455996069723,서울특별시 광진구 자양로 201
골드네일,서울특별시 광진구 뚝섬로30길 15 (자양동) 1층,수리·개인,이용·미용,네일숍,127.066390178601,37.5353863602978,서울특별시 광진구 뚝섬로30길 15
이레공인중개사사무소,서울특별시 광진구 군자로 150 (군자동),부동산,부동산 서비스,부동산 중개/대리업,127.075838967063,37.5545719836025,서울특별시 광진구 군자로 150
갈채노래방,서울특별시 광진구 아차산로65길 8 (구의동),예술·스포츠,유원지·오락,노래방,127.094260984912,37.5408295241775,서울특별시 광진구 아차산로65길 8
오아시스,서울특별시 광진구 광나루로 386 (화양동),소매,가전·통신 소매,핸드폰 소매업,127.072420102744,37.5473367714841,서울특별시 광진구 광나루로 386
우리컴퓨터,서울특별시 광진구 뚝섬로31길 20 (자양동) 1층,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,127.068102482618,37.5359945795988,서울특별시 광진구 뚝섬로31길 20
맨엔보이,서울특별시 광진구 뚝섬로36길 15 (자양동) 1층,수리·개인,이용·미용,미용실,127.071445953868,37.5337232325725,서울특별시 광진구 뚝섬로36길 15
눈의꽃,서울특별시 광진구 광나루로56길 85 (구의동),음식,기타 간이,빵/도넛,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
세종안경원,서울특별시 광진구 군자로 114 (군자동) 1층,소매,안경·정밀기기 소매,안경렌즈 소매업,127.07285922408,37.5529988171315,서울특별시 광진구 군자로 114
꿈을담은김밥,서울특별시 광진구 자양로 192-1 (구의동) 1층,음식,기타 간이,김밥/만두/분식,127.085398825486,37.5446898058197,서울특별시 광진구 자양로 192-1
건축사사무소키스톤,서울특별시 광진구 자양로 246 (구의동),과학·기술,기술 서비스,건축 설계 및 관련 서비스업,127.089202074335,37.5483324214693,서울특별시 광진구 자양로 246
하오츠,서울특별시 광진구 능동로 275 (군자동),음식,중식,중국집,127.077706789302,37.5545415361136,서울특별시 광진구 능동로 275
마포종점,서울특별시 광진구 동일로76길 51 (중곡동) 1층,음식,한식,돼지고기 구이/찜,127.081422645155,37.5680772333257,서울특별시 광진구 동일로76길 51
은행정보통신,서울특별시 광진구 뚝섬로 631 (자양동) 1층,소매,가전·통신 소매,핸드폰 소매업,127.079827750773,37.5320768386087,서울특별시 광진구 뚝섬로 631
뚜레쥬르어린이대공원점,서울특별시 광진구 광나루로 410 (화양동) 1층,음식,기타 간이,빵/도넛,127.075032614343,37.5465553300277,서울특별시 광진구 광나루로 410
헬로우스튜디오,서울특별시 광진구 동일로24길 47 (화양동) 지층,과학·기술,사진 촬영,사진촬영업,127.067716562776,37.5433621363558,서울특별시 광진구 동일로24길 47
골드모텔,서울특별시 광진구 아차산로 385 (구의동),숙박,일반 숙박,여관/모텔,127.085535644314,37.5371941072099,서울특별시 광진구 아차산로 385
곽승일성형외과의원,서울특별시 광진구 능동로 95 (자양동) 4층,보건의료,의원,성형외과 의원,127.070129412736,37.5395156502818,서울특별시 광진구 능동로 95
아벨헤어,서울특별시 광진구 광나루로 341 (군자동) 2층,수리·개인,이용·미용,미용실,127.067901552431,37.5484995861043,서울특별시 광진구 광나루로 341
바다회직판장,서울특별시 광진구 동일로22길 70 (화양동) 1층,음식,한식,횟집,127.067945358208,37.5413455875928,서울특별시 광진구 동일로22길 70
T/Mispeaker,서울특별시 광진구 광나루로56길 85 (구의동),소매,가전·통신 소매,가전제품 소매업,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
오토런,서울특별시 광진구 구의로 29-1 (구의동) 1층,수리·개인,모터사이클 수리,모터사이클 수리업,127.089521972711,37.5406399010569,서울특별시 광진구 구의로 29-1
명가옥설농탕,서울특별시 광진구 구의강변로 50 (구의동) 1층,음식,한식,국/탕/찌개류,127.092190549828,37.5352000618347,서울특별시 광진구 구의강변로 50
시아와세,서울특별시 광진구 능동로32길 106-3 (능동),과학·기술,전문 디자인,시각 디자인업,127.084120176878,37.5530056100491,서울특별시 광진구 능동로32길 106-3
내비샵,서울특별시 광진구 긴고랑로 9 (중곡동) 1층,소매,자동차 부품 소매,자동차 부품 소매업,127.077668735004,37.5640563206201,서울특별시 광진구 긴고랑로 9
선정보통신,서울특별시 광진구 구의로 4 (구의동) 1층,소매,가전·통신 소매,핸드폰 소매업,127.089267049741,37.5383402497529,서울특별시 광진구 구의로 4
동진미용실,서울특별시 광진구 능동로55길 30 (중곡동),수리·개인,이용·미용,미용실,127.083790157054,37.5679424525938,서울특별시 광진구 능동로55길 30
정우사,서울특별시 광진구 면목로7길 11 (중곡동),수리·개인,세탁,세탁소,127.076989518356,37.5594736834766,서울특별시 광진구 면목로7길 11
희망사,서울특별시 광진구 동일로78길 20 (중곡동),수리·개인,세탁,세탁소,127.080504070128,37.5691333193352,서울특별시 광진구 동일로78길 20
최신세탁소,서울특별시 광진구 능동로31길 8 (군자동),수리·개인,세탁,세탁소,127.07812262009,37.5556981276699,서울특별시 광진구 능동로31길 8
금강세탁소,서울특별시 광진구 능동로42길 32 (중곡동) 1층,수리·개인,세탁,세탁소,127.082529973676,37.5590122797378,서울특별시 광진구 능동로42길 32
비젼세탁,서울특별시 광진구 긴고랑로29길 39 (중곡동),수리·개인,세탁,세탁소,127.086368203136,37.5616911300131,서울특별시 광진구 긴고랑로29길 39
씨제이올리브영건대,서울특별시 광진구 동일로22길 115 (화양동),소매,의약·화장품 소매,화장품 소매업,127.070442208772,37.5407525539381,서울특별시 광진구 동일로22길 115
채마루,서울특별시 광진구 구의로 70 (구의동),음식,한식,백반/한정식,127.090667340912,37.5441628325073,서울특별시 광진구 구의로 70
동아공인중개사사무소,서울특별시 광진구 능동로50길 24 (중곡동) 1층,부동산,부동산 서비스,부동산 중개/대리업,127.08458934975,37.5636866910195,서울특별시 광진구 능동로50길 24
샤론헤어센스,서울특별시 광진구 자양로6길 5 (자양동),수리·개인,이용·미용,미용실,127.086277484022,37.5320368120062,서울특별시 광진구 자양로6길 5
환한세상,서울특별시 광진구 용마산로21길 27 (중곡동) 1층,시설관리·임대,청소·방제,건축물 일반 청소업,127.08590523037,37.5634536033292,서울특별시 광진구 용마산로21길 27
신원E.T.C,서울특별시 광진구 동일로 120 (화양동),시설관리·임대,시설관리,사업시설 유지·관리 서비스업,127.064889941132,37.5431685861541,서울특별시 광진구 동일로 120
곱창골,서울특별시 광진구 동일로38길 13 (군자동),음식,주점,요리 주점,127.070184698886,37.5514640216644,서울특별시 광진구 동일로38길 13
짱돌,서울특별시 광진구 군자로 32-1 (화양동) 1층,음식,한식,돼지고기 구이/찜,127.070523082933,37.5460874143364,서울특별시 광진구 군자로 32-1
더소울,서울특별시 광진구 아차산로33길 21 (화양동) 1층,예술·스포츠,유원지·오락,노래방,127.070175146452,37.5413000928549,서울특별시 광진구 아차산로33길 21
태영사우나이용,서울특별시 광진구 용마산로 171 (중곡동),수리·개인,이용·미용,미용실,127.085496407539,37.5691180347155,서울특별시 광진구 용마산로 171
지에스25,서울특별시 광진구 동일로78길 9 (중곡동),소매,종합 소매,편의점,127.080103916714,37.569454579285,서울특별시 광진구 동일로78길 9
오투,서울특별시 광진구 광나루로52길 38 (구의동),소매,장식품 소매,기념품점,127.093505514895,37.5406074744051,서울특별시 광진구 광나루로52길 38
정문대학약국,서울특별시 광진구 능동로 110 (화양동) 1층,소매,의약·화장품 소매,약국,127.071393981254,37.5406519161493,서울특별시 광진구 능동로 110
크린밸리,서울특별시 광진구 뚝섬로50길 45 (자양동) 1층,시설관리·임대,청소·방제,건축물 일반 청소업,127.077757518708,37.5302135297039,서울특별시 광진구 뚝섬로50길 45
홍삼웰빙오리,서울특별시 광진구 아차산로55길 30 (구의동),음식,한식,닭/오리고기 구이/찜,127.086592027564,37.5387160522777,서울특별시 광진구 아차산로55길 30
페리카나,서울특별시 광진구 아차산로78길 165 (광장동) 1층,음식,기타 간이,치킨,127.108875449276,37.5479509125417,서울특별시 광진구 아차산로78길 165
우렁쌈밥,서울특별시 광진구 능동로38길 31 (중곡동),음식,한식,백반/한정식,127.081623394795,37.5572571946947,서울특별시 광진구 능동로38길 31
우정식당,서울특별시 광진구 긴고랑로1길 6 (중곡동),음식,한식,백반/한정식,127.077462451909,37.5642619500746,서울특별시 광진구 긴고랑로1길 6
미로네분식,서울특별시 광진구 면목로 8 (군자동) 1층,음식,기타 간이,김밥/만두/분식,127.075449299475,37.5549653949333,서울특별시 광진구 면목로 8
서울왕돈까스,서울특별시 광진구 동일로 132 (화양동) 1층,음식,서양식,경양식,127.065287270153,37.5439736673176,서울특별시 광진구 동일로 132
골드부동산공인중개사사무소,서울특별시 광진구 자양로18길 81 (구의동),부동산,부동산 서비스,부동산 중개/대리업,127.088019288774,37.5385919254989,서울특별시 광진구 자양로18길 81
멀티플러스,서울특별시 광진구 강변역로4길 10 (구의동) 6층,예술·스포츠,유원지·오락,비디오방,127.093388186348,37.5353444204635,서울특별시 광진구 강변역로4길 10
아차산으뜸크리닝,서울특별시 광진구 자양로 312 (구의동) 1층,수리·개인,세탁,세탁소,127.093388233927,37.5530951589161,서울특별시 광진구 자양로 312
티엔에스,서울특별시 광진구 면목로 71-1 (중곡동) 1층,시설관리·임대,산업용품 대여,컴퓨터/사무기기 대여업,127.07804248497,37.5603649390081,서울특별시 광진구 면목로 71-1
소리샘텔레콤,서울특별시 광진구 광나루로56길 85 (구의동) 6층,소매,가전·통신 소매,핸드폰 소매업,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
알리바바,서울특별시 광진구 광나루로56길 85 (구의동) 68층,소매,가전·통신 소매,핸드폰 소매업,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
이엠건축사사무소,서울특별시 광진구 강변역로4길 68 (구의동) 5층,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,127.0925842524,37.532590030538,서울특별시 광진구 강변역로4길 68
구의해장국,서울특별시 광진구 자양로 199 (구의동) 1층,음식,한식,국/탕/찌개류,127.085277415976,37.5453646544146,서울특별시 광진구 자양로 199
광진공인중개사사무소,서울특별시 광진구 뚝섬로52가길 10 (자양동),부동산,부동산 서비스,부동산 중개/대리업,127.07983837689,37.5312119098572,서울특별시 광진구 뚝섬로52가길 10
마포구이,서울특별시 광진구 동일로60길 53 (군자동),음식,한식,돼지고기 구이/찜,127.076276125422,37.5576660053079,서울특별시 광진구 동일로60길 53
성원씨티,서울특별시 광진구 천호대로 508 (군자동),과학·기술,기술 서비스,건축 설계 및 관련 서비스업,127.074804394169,37.5586095941027,서울특별시 광진구 천호대로 508
날개달기국어수학학원,서울특별시 광진구 아차산로 345 (자양동) 2층,교육,일반 교육,입시·교과학원,127.081435607686,37.5375136967709,서울특별시 광진구 아차산로 345
커뮤니케이션601,서울특별시 광진구 능동로44길 6 (중곡동) 지층,과학·기술,광고,광고 대행업,127.081976829089,37.5607379952969,서울특별시 광진구 능동로44길 6
동양디앤에스,서울특별시 광진구 천호대로 602 (능동),과학·기술,기술 서비스,기타 엔지니어링 서비스업,127.084311931373,37.5549083141801,서울특별시 광진구 천호대로 602
자양세탁소,서울특별시 광진구 뚝섬로52다길 18-10 (자양동) 1층,수리·개인,세탁,세탁소,127.079664207365,37.5297328243338,서울특별시 광진구 뚝섬로52다길 18-10
스마트푸드최원석의돼지한판&서해쭈꾸미,서울특별시 광진구 아차산로 478 (구의동) 1층,음식,한식,횟집,127.095014074412,37.5403126871568,서울특별시 광진구 아차산로 478
진전기,서울특별시 광진구 능동로35길 34 (군자동),소매,기타 생활용품 소매,전기용품/조명장치 소매업,127.077299676168,37.5572685364833,서울특별시 광진구 능동로35길 34
까치공인중개사사무소,서울특별시 광진구 천호대로111길 14 (중곡동) 1층,부동산,부동산 서비스,부동산 중개/대리업,127.082339692559,37.5569924491442,서울특별시 광진구 천호대로111길 14
시에스앤씨,서울특별시 광진구 강변역로4길 10 (구의동),시설관리·임대,고용 알선,임시/일용 인력 공급업,127.093388186348,37.5353444204635,서울특별시 광진구 강변역로4길 10
광장동가온,서울특별시 광진구 아차산로78길 75 (광장동),음식,한식,백반/한정식,127.110971130975,37.5515889428079,서울특별시 광진구 아차산로78길 75
피자샵,서울특별시 광진구 뚝섬로 654 (자양동) 1층,음식,기타 간이,피자,127.082190981633,37.5312752697539,서울특별시 광진구 뚝섬로 654
미가,서울특별시 광진구 광나루로24길 23 (화양동) 2층,음식,한식,돼지고기 구이/찜,127.076756263981,37.5453524002332,서울특별시 광진구 광나루로24길 23
갈채,서울특별시 광진구 자양로18길 41 (구의동),예술·스포츠,유원지·오락,노래방,127.085909547996,37.5380800341883,서울특별시 광진구 자양로18길 41
가판,서울특별시 광진구 용마산로 55 (중곡동),소매,종합 소매,슈퍼마켓,127.087526800934,37.5585734468834,서울특별시 광진구 용마산로 55
에듀이십일건국대기숙사,서울특별시 광진구 능동로 120 (화양동) 1층,숙박,기타 숙박,기숙사/고시원,127.074695272526,37.5390559369817,서울특별시 광진구 능동로 120
웨일즈어학원,서울특별시 광진구 광나루로 619 (광장동) 3층,교육,일반 교육,입시·교과학원,127.09662381139,37.54100981342,서울특별시 광진구 광나루로 619
부흥건강원,서울특별시 광진구 용마산로2길 37 (중곡동),소매,식료품 소매,건강보조식품 소매업,127.090313296806,37.5556034614528,서울특별시 광진구 용마산로2길 37
통일,서울특별시 광진구 광나루로56길 85 (구의동) 2층,소매,가전·통신 소매,가전제품 소매업,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
애플앤유,서울특별시 광진구 자양로 135 (자양동),시설관리·임대,고용 알선,고용 알선업,127.082934557648,37.5398500632625,서울특별시 광진구 자양로 135
뽀끌레헤어,서울특별시 광진구 동일로54길 19 (군자동) 1층,수리·개인,이용·미용,미용실,127.072751989507,37.5552596101926,서울특별시 광진구 동일로54길 19
오투헤어,서울특별시 광진구 자양로19길 74 (자양동) 1층,수리·개인,이용·미용,미용실,127.07948969305,37.5384086075799,서울특별시 광진구 자양로19길 74
랜드마크공인중개사사무소,서울특별시 광진구 용마산로 100 (중곡동),부동산,부동산 서비스,부동산 중개/대리업,127.087296485985,37.5626083699865,서울특별시 광진구 용마산로 100
라띠25,서울특별시 광진구 천호대로 798 (광장동) 1층,음식,비알코올 ,카페,127.102024699639,37.5454571586977,서울특별시 광진구 천호대로 798
바보들의행진,서울특별시 광진구 동일로12길 26 (자양동) 1층,음식,주점,요리 주점,127.063586952131,37.5396802030016,서울특별시 광진구 동일로12길 26
산풀잎,서울특별시 광진구 천호대로124길 28 (능동) 2층,음식,비알코올 ,카페,127.087615893057,37.5521946968165,서울특별시 광진구 천호대로124길 28
크리스탈치과의원,서울특별시 광진구 능동로 409 (중곡동) 5층,보건의료,의원,치과의원,127.083796211331,37.5655997729823,서울특별시 광진구 능동로 409
현대유리샷시공사,서울특별시 광진구 자양로30길 55 (구의동) 1층,수리·개인,기타 가정용품 수리,그 외 기타 개인/가정용품 수리업,127.088040988443,37.5433136099488,서울특별시 광진구 자양로30길 55
테라스크린뚝섬유원지점,서울특별시 광진구 자양번영로1길 35 (자양동),수리·개인,세탁,세탁소,127.072795474683,37.5307333290362,서울특별시 광진구 자양번영로1길 35
972,서울특별시 광진구 아차산로31길 7 (화양동),음식,주점,요리 주점,127.069212273538,37.5413826122243,서울특별시 광진구 아차산로31길 7
다인공인중개사사무소,서울특별시 광진구 군자로 155 (군자동),부동산,부동산 서비스,부동산 중개/대리업,127.076341660706,37.5551075367033,서울특별시 광진구 군자로 155
파리바게뜨광진,서울특별시 광진구 자양로 124 (구의동) 1층,음식,기타 간이,빵/도넛,127.083525054102,37.5387553631958,서울특별시 광진구 자양로 124
드림고시텔,서울특별시 광진구 자양로 244 (구의동) 3층,숙박,기타 숙박,기숙사/고시원,127.089000581809,37.5481506567139,서울특별시 광진구 자양로 244
사라헤어살롱,서울특별시 광진구 뚝섬로 607-7 (자양동) 1층,수리·개인,이용·미용,미용실,127.077382500971,37.5331029823617,서울특별시 광진구 뚝섬로 607-7
서버브,서울특별시 광진구 영화사로13길 38-8 (구의동),과학·기술,전문 디자인,시각 디자인업,127.09546372013,37.5555439156807,서울특별시 광진구 영화사로13길 38-8
메탈칠보주얼리샵,서울특별시 광진구 면목로 166 (중곡동) 1층,소매,시계·귀금속 소매,시계/귀금속 소매업,127.082522118704,37.5679596362655,서울특별시 광진구 면목로 166
몽블랙,서울특별시 광진구 아차산로31길 27 (화양동) 3층,음식,주점,요리 주점,127.069620283393,37.5422418265245,서울특별시 광진구 아차산로31길 27
드림펫,서울특별시 광진구 능동로 407 (중곡동),소매,애완동물·용품 소매,애완동물/애완용품 소매업,127.083764352617,37.5654283264496,서울특별시 광진구 능동로 407
파티노래연습장,서울특별시 광진구 뚝섬로 613-1 (자양동) 1층,예술·스포츠,유원지·오락,노래방,127.078055988128,37.5326216732732,서울특별시 광진구 뚝섬로 613-1
지엠팩토리,서울특별시 광진구 동일로 387 (중곡동) 1층,소매,모터사이클 소매,모터사이클 및 부품 소매업,127.076736504682,37.56530149149,서울특별시 광진구 동일로 387
미림애드컴,서울특별시 광진구 광나루로 542 (구의동) 1층,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,127.089733904505,37.5446151773139,서울특별시 광진구 광나루로 542
다함애드,서울특별시 광진구 광나루로46길 43 (구의동),과학·기술,광고,광고 대행업,127.092438722149,37.5417976809032,서울특별시 광진구 광나루로46길 43
중곡LG인테리어,서울특별시 광진구 능동로47길 17 (중곡동) 1층,소매,철물·건설자재 소매,벽지/장판/마루 소매업,127.081471177622,37.5632029374242,서울특별시 광진구 능동로47길 17
와인&키,서울특별시 광진구 광나루로 527 (구의동) 1층,소매,음료 소매,주류 소매업,127.088256331637,37.5451444091447,서울특별시 광진구 광나루로 527
에스비에스,서울특별시 광진구 자양로18길 60 (구의동) 지층,예술·스포츠,유원지·오락,노래방,127.086769215577,37.5381047065568,서울특별시 광진구 자양로18길 60
매점,서울특별시 광진구 뚝섬로46길 64 (자양동),소매,종합 소매,슈퍼마켓,127.07557342587,37.5302505167354,서울특별시 광진구 뚝섬로46길 64
비너스엘르,서울특별시 광진구 광나루로56길 85 (구의동) 1층,소매,섬유·의복·신발 소매,기타 의류 소매업,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
샤인빌고시텔,서울특별시 광진구 능동로16길 33 (화양동),예술·스포츠,도서관·사적지,독서실/스터디 카페,127.074747250317,37.5449221915403,서울특별시 광진구 능동로16길 33
진설계,서울특별시 광진구 자양로 126 (구의동) 5층,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,127.083601939359,37.5389451809746,서울특별시 광진구 자양로 126
의류수선,서울특별시 광진구 광나루로56길 85 (구의동) 1층,수리·개인,기타 가정용품 수리,의류/이불 수선업,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
남촌,서울특별시 광진구 긴고랑로 11-2 (중곡동) 1층,음식,주점,요리 주점,127.077884891458,37.5639679042437,서울특별시 광진구 긴고랑로 11-2
풍성중개인영업소,서울특별시 광진구 면목로 131 (중곡동),부동산,부동산 서비스,부동산 중개/대리업,127.080722242345,37.5651974367685,서울특별시 광진구 면목로 131
형지리테일,서울특별시 광진구 뚝섬로 503 (자양동) 1층,소매,섬유·의복·신발 소매,여성 의류 소매업,127.065996968164,37.5360680506338,서울특별시 광진구 뚝섬로 503
금용텔레콤,서울특별시 광진구 용마산로 57 (중곡동),소매,가전·통신 소매,핸드폰 소매업,127.087490541344,37.5587623871776,서울특별시 광진구 용마산로 57
순대국집,서울특별시 광진구 동일로18길 33 (자양동) 1층,음식,한식,국/탕/찌개류,127.064730502192,37.5396261920842,서울특별시 광진구 동일로18길 33
굿모닝약국,서울특별시 광진구 자양로 113 (자양동) 4층,소매,의약·화장품 소매,약국,127.082958502078,37.5378949645998,서울특별시 광진구 자양로 113
용마MTB,서울특별시 광진구 긴고랑로 18-1 (중곡동),소매,오락용품 소매,자전거 소매업,127.078457682131,37.5634137263937,서울특별시 광진구 긴고랑로 18-1
큐베리,서울특별시 광진구 능동로49길 20 (중곡동),음식,비알코올 ,카페,127.082132134536,37.5646857982489,서울특별시 광진구 능동로49길 20
인터하우스365,서울특별시 광진구 자양로32길 48 (구의동) 1층,소매,기타 상품 소매,그 외 기타 상품 전문 소매업,127.087804806461,37.5441227328401,서울특별시 광진구 자양로32길 48
롯데캐논동부A/S센타,서울특별시 광진구 뚝섬로64길 42 (자양동),소매,안경·정밀기기 소매,사무기기 소매업,127.088849352198,37.53175032451,서울특별시 광진구 뚝섬로64길 42
성진정보통신,서울특별시 광진구 뚝섬로 514 (자양동),소매,가전·통신 소매,핸드폰 소매업,127.067271872457,37.5354564011918,서울특별시 광진구 뚝섬로 514
고향,서울특별시 광진구 자양로7길 42 (자양동) 1층,수리·개인,이용·미용,미용실,127.082448041,37.5324576477878,서울특별시 광진구 자양로7길 42
이쁜여우,서울특별시 광진구 뚝섬로32길 16 (자양동) 1층,소매,섬유·의복·신발 소매,여성 의류 소매업,127.067008309545,37.5348145720306,서울특별시 광진구 뚝섬로32길 16
딩동댕노래방,서울특별시 광진구 동일로60길 40 (군자동) 2층,예술·스포츠,유원지·오락,노래방,127.075448186251,37.5578036927724,서울특별시 광진구 동일로60길 40
에어라인공조,서울특별시 광진구 뚝섬로24길 28 (자양동),수리·개인,가전제품 수리,가전제품 수리업,127.063132246761,37.535324516604,서울특별시 광진구 뚝섬로24길 28
중원공인중개사사무소,서울특별시 광진구 구의로4길 51 (구의동),부동산,부동산 서비스,부동산 중개/대리업,127.092235536751,37.5408229818116,서울특별시 광진구 구의로4길 51
성동디지탈OA,서울특별시 광진구 군자로 23 (화양동) 1층,시설관리·임대,산업용품 대여,컴퓨터/사무기기 대여업,127.070701874326,37.5453589702797,서울특별시 광진구 군자로 23
참사랑가정의학과의원,서울특별시 광진구 자양로15길 9 (자양동) 2층,보건의료,의원,기타 의원,127.08292819133,37.5357502227808,서울특별시 광진구 자양로15길 9
헤어포인트,서울특별시 광진구 능동로3길 44 (자양동) 1층,수리·개인,이용·미용,미용실,127.065139674769,37.5340429100532,서울특별시 광진구 능동로3길 44
장원닭한마리,서울특별시 광진구 뚝섬로52길 8 (자양동) 1층,음식,한식,닭/오리고기 구이/찜,127.079289360357,37.5316941998362,서울특별시 광진구 뚝섬로52길 8
아임씨엔씨,서울특별시 광진구 구의로16길 93 (구의동) 지층,예술·스포츠,유원지·오락,기타 오락장,127.094592909776,37.5414537963615,서울특별시 광진구 구의로16길 93
공간인테리어,서울특별시 광진구 긴고랑로30길 23 (중곡동) 1층,과학·기술,전문 디자인,인테리어 디자인업,127.087004001547,37.5587496153133,서울특별시 광진구 긴고랑로30길 23
제우스컴퓨터시스템,서울특별시 광진구 광나루로56길 85 (구의동) 7층,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
아차산면옥,서울특별시 광진구 자양로 265 (구의동) 1층,음식,한식,냉면/밀면,127.090337241016,37.5499090022384,서울특별시 광진구 자양로 265
샤론미용실,서울특별시 광진구 자양로53길 75 (중곡동) 1층,수리·개인,이용·미용,미용실,127.090466587633,37.5560281362656,서울특별시 광진구 자양로53길 75
카마헤어,서울특별시 광진구 용마산로1길 106 (중곡동) 1층,수리·개인,이용·미용,미용실,127.083033571901,37.5567095040967,서울특별시 광진구 용마산로1길 106
티에스,서울특별시 광진구 광나루로56길 85 (구의동) 8층,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
오성일렉,서울특별시 광진구 광나루로56길 85 (구의동) 2층,소매,가전·통신 소매,가전제품 소매업,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
테크노정보통신,서울특별시 광진구 자양로 286 (구의동),소매,가전·통신 소매,핸드폰 소매업,127.091860490548,37.5512182419585,서울특별시 광진구 자양로 286
복권365,서울특별시 광진구 뚝섬로23길 44 (자양동) 1층,예술·스포츠,유원지·오락,복권 발행/판매업,127.06574532516,37.5371923750861,서울특별시 광진구 뚝섬로23길 44
엘도라도복권,서울특별시 광진구 용마산로 47 (중곡동),예술·스포츠,유원지·오락,복권 발행/판매업,127.08760448289,37.5577721125171,서울특별시 광진구 용마산로 47
Today,서울특별시 광진구 광나루로56길 85 (구의동) 9층,예술·스포츠,유원지·오락,복권 발행/판매업,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
머리향기,서울특별시 광진구 긴고랑로11길 19 (중곡동) 1층,수리·개인,이용·미용,미용실,127.081651751267,37.5641684646101,서울특별시 광진구 긴고랑로11길 19
금나라,서울특별시 광진구 능동로 31 (자양동) 1층,소매,시계·귀금속 소매,시계/귀금속 소매업,127.067716603894,37.5342705238264,서울특별시 광진구 능동로 31
청솔공인중개사,서울특별시 광진구 뚝섬로41길 8 (자양동),부동산,부동산 서비스,부동산 중개/대리업,127.075086710612,37.5339320139376,서울특별시 광진구 뚝섬로41길 8
대경전자,서울특별시 광진구 광나루로56길 85 (구의동) 5층,소매,가전·통신 소매,가전제품 소매업,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
보람전기철물,서울특별시 광진구 자양로13길 78 (자양동) 1층,소매,철물·건설자재 소매,철물/공구 소매업,127.080670979022,37.5334349862273,서울특별시 광진구 자양로13길 78
용마동물병원,서울특별시 광진구 용마산로 66 (중곡동),과학·기술,수의,동물병원,127.087865669096,37.5595582099479,서울특별시 광진구 용마산로 66
길공인중개사사무소,서울특별시 광진구 천호대로129길 47-1 (중곡동) 1층,부동산,부동산 서비스,부동산 중개/대리업,127.091695719208,37.5536047606454,서울특별시 광진구 천호대로129길 47-1
파리바게뜨대공원점,서울특별시 광진구 천호대로 659 (구의동) 1층,음식,기타 간이,빵/도넛,127.089912146156,37.5522935128352,서울특별시 광진구 천호대로 659
한양디자인,서울특별시 광진구 영화사로7길 4 (중곡동) 1층,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,127.09226708931,37.5559518873978,서울특별시 광진구 영화사로7길 4
광장보쌈,서울특별시 광진구 광장로3길 2 (광장동),음식,한식,족발/보쌈,127.103214084645,37.5472502826148,서울특별시 광진구 광장로3길 2
댕기미용실,서울특별시 광진구 아차산로41길 40 (자양동) 1층,수리·개인,이용·미용,미용실,127.077574463559,37.5386459573387,서울특별시 광진구 아차산로41길 40
데이즈,서울특별시 광진구 천호대로 635 (중곡동),소매,시계·귀금속 소매,시계/귀금속 소매업,127.088317097657,37.5540923202799,서울특별시 광진구 천호대로 635
